res_15_gp_id,block,gp,district,merge10gp
2612,bazaar shukla,ahmadpur,amethi,0
2613,bazaar shukla,ashighpur,amethi,0
2614,bazaar shukla,badalgarh,amethi,0
2615,bazaar shukla,baharpur,amethi,0
2616,bazaar shukla,baktawarnagar,amethi,0
2617,bazaar shukla,balapur,amethi,0
2618,bazaar shukla,barsanda,amethi,0
2619,bazaar shukla,bayoramau,amethi,0
2620,bazaar shukla,bhatmau,amethi,0
2621,bazaar shukla,birahim bajgarh,amethi,0
2622,bazaar shukla,bisambhar pattee,amethi,0
2623,bazaar shukla,buboopur,amethi,0
2624,bazaar shukla,dakkhinagaanv kyaar,amethi,0
2625,bazaar shukla,daranagar,amethi,0
2626,bazaar shukla,dhanesha rajput,amethi,0
2627,bazaar shukla,gayaspur,amethi,0
2628,bazaar shukla,harkhumu,amethi,0
2629,bazaar shukla,hasanpur tiwari,amethi,0
2630,bazaar shukla,husseinpur,amethi,0
2631,bazaar shukla,ikkatajpur,amethi,0
2632,bazaar shukla,indariyaa,amethi,0
2633,bazaar shukla,jodilmau,amethi,0
2634,bazaar shukla,kajipur,amethi,0
2635,bazaar shukla,khalisbaharpur,amethi,0
2636,bazaar shukla,khemmau,amethi,0
2637,bazaar shukla,kisni,amethi,0
2638,bazaar shukla,macedompurkala,amethi,0
2639,bazaar shukla,madva,amethi,0
2640,bazaar shukla,mahonapaschim,amethi,0
2641,bazaar shukla,maradaanpur,amethi,0
2642,bazaar shukla,mawauya rahamatgarh,amethi,0
2643,bazaar shukla,mohanapurab,amethi,0
2644,bazaar shukla,mohiudadinpur,amethi,0
2645,bazaar shukla,mossgov,amethi,0
2646,bazaar shukla,naandi,amethi,0
2647,bazaar shukla,nevajamdargarh,amethi,0
2648,bazaar shukla,nihalgarh saidapattee,amethi,0
2649,bazaar shukla,nimpur,amethi,0
2650,bazaar shukla,paali,amethi,0
2651,bazaar shukla,paara,amethi,0
2652,bazaar shukla,phundanpur,amethi,0
2653,bazaar shukla,rasulpur,amethi,0
2654,bazaar shukla,sansarpur,amethi,0
2655,bazaar shukla,saraiyapirajada,amethi,0
2656,bazaar shukla,satthin,amethi,0
2657,bazaar shukla,sauna,amethi,0
2658,bazaar shukla,severa,amethi,0
2659,bazaar shukla,shekhpur bhandra,amethi,0
2660,bazaar shukla,shivali,amethi,0
2661,bazaar shukla,tendua,amethi,0
2662,bazaar shukla,tetarpur,amethi,0
2663,bazaar shukla,tevesi,amethi,0
2664,bazaar shukla,unchegaanv,amethi,0
2665,bazaar shukla,ureramu,amethi,0
2666,bhadar,agressor,amethi,0
2667,bhadar,alampur,amethi,0
2668,bhadar,amtahi,amethi,0
2669,bhadar,bahadurpur,amethi,0
2670,bhadar,balipur,amethi,0
2671,bhadar,basudevapur,amethi,0
2672,bhadar,bhadaav,amethi,0
2673,bhadar,bhadar,amethi,0
2674,bhadar,bhagipur,amethi,0
2675,bhadar,bhavapur,amethi,0
2676,bhadar,bhewai,amethi,0
2677,bhadar,bhojpur,amethi,0
2678,bhadar,boudhikpur,amethi,0
2679,bhadar,chhidaa,amethi,0
2680,bhadar,dahiyaww,amethi,0
2681,bhadar,dasaipur,amethi,0
2682,bhadar,dhema,amethi,0
2683,bhadar,durgapur,amethi,0
2684,bhadar,gajipur,amethi,0
2685,bhadar,ghoraha,amethi,0
2686,bhadar,gudri,amethi,0
2687,bhadar,ismailpur,amethi,0
2688,bhadar,kalyanpur,amethi,0
2689,bhadar,kasturipur,amethi,0
2690,bhadar,khanapur,amethi,0
2691,bhadar,khargipur,amethi,0
2692,bhadar,khargpur,amethi,0
2693,bhadar,khaza,amethi,0
2694,bhadar,kheda,amethi,0
2695,bhadar,kurang,amethi,0
2696,bhadar,lahana,amethi,0
2697,bhadar,mangara,amethi,0
2698,bhadar,mavaiya,amethi,0
2699,bhadar,mochava,amethi,0
2700,bhadar,nagardih,amethi,0
2701,bhadar,narharpur,amethi,0
2702,bhadar,narvahanpur,amethi,0
2703,bhadar,nevadhiya,amethi,0
2704,bhadar,parsoiyaa,amethi,0
2705,bhadar,pirparpur,amethi,0
2706,bhadar,raipur,amethi,0
2707,bhadar,ramachandrapur,amethi,0
2708,bhadar,ratapur,amethi,0
2709,bhadar,sangapore,amethi,0
2710,bhadar,sansaripur,amethi,0
2711,bhadar,saraiya,amethi,0
2712,bhadar,sawangi,amethi,0
2713,bhadar,singhthi,amethi,0
2714,bhadar,sonari,amethi,0
2715,bhadar,sonarikala,amethi,0
2716,bhadar,tikarmaafee,amethi,0
2717,bhadar,trilokpur,amethi,0
2718,bhadar,trisundi,amethi,0
2719,bhetua,amaymaafee,amethi,0
2720,bhetua,arasahani,amethi,0
2721,bhetua,bandoia,amethi,0
2722,bhetua,basahu,amethi,0
2723,bhetua,basda,amethi,0
2724,bhetua,bharetha,amethi,0
2725,bhetua,bhentua,amethi,0
2726,bhetua,bhimi,amethi,0
2727,bhetua,bhusiyaww,amethi,0
2728,bhetua,dharimaafee,amethi,0
2729,bhetua,garickpur,amethi,0
2730,bhetua,ghatcor,amethi,0
2731,bhetua,ghatmpur,amethi,0
2732,bhetua,ghoraha,amethi,0
2733,bhetua,gungavach,amethi,0
2734,bhetua,haripur,amethi,0
2735,bhetua,hirapur,amethi,0
2736,bhetua,kadergaunv,amethi,0
2737,bhetua,kamasin,amethi,0
2738,bhetua,kanakasinghpur,amethi,0
2739,bhetua,khandahar,amethi,0
2740,bhetua,korari hirshah,amethi,0
2741,bhetua,korarilakshan shah,amethi,0
2742,bhetua,kudwa,amethi,0
2743,bhetua,laukapur,amethi,0
2744,bhetua,maderika,amethi,0
2745,bhetua,manirampur,amethi,0
2746,bhetua,may,amethi,0
2747,bhetua,narsinghbhanpur,amethi,0
2748,bhetua,naugirava,amethi,0
2749,bhetua,pashchim dwaara,amethi,0
2750,bhetua,pindoriya,amethi,0
2751,bhetua,piparpur,amethi,0
2752,bhetua,purab duaara,amethi,0
2753,bhetua,rajapur kalyaan,amethi,0
2754,bhetua,sanaha,amethi,0
2755,bhetua,saraiya mohan,amethi,0
2756,bhetua,saruvava,amethi,0
2757,bhetua,semra,amethi,0
2758,bhetua,shahari,amethi,0
2759,bhetua,shivgarh jalalpur,amethi,0
2760,bhetua,sultanpur,amethi,0
2761,bhetua,sumerpur,amethi,0
2762,bhetua,thora,amethi,0
2763,bhetua,tikawar,amethi,0
2764,bhetua,tikri,amethi,0
2765,bhetua,uskaa,amethi,0
2766,gauri ganj,aitha,amethi,0
2767,gauri ganj,anapur,amethi,0
2768,gauri ganj,annibaijal,amethi,0
2769,gauri ganj,argavi,amethi,0
2770,gauri ganj,attanagar,amethi,0
2771,gauri ganj,baboopur,amethi,0
2772,gauri ganj,bahapur,amethi,0
2773,gauri ganj,basoopur,amethi,0
2774,gauri ganj,basti dei,amethi,0
2775,gauri ganj,behata,amethi,0
2776,gauri ganj,belkhaur,amethi,0
2777,gauri ganj,benipur baldev,amethi,0
2778,gauri ganj,bhatgavaan,amethi,0
2779,gauri ganj,chandaipur,amethi,0
2780,gauri ganj,chhitepur,amethi,0
2781,gauri ganj,darpipur,amethi,0
2782,gauri ganj,dharoopur,amethi,0
2783,gauri ganj,gadhamafee,amethi,0
2784,gauri ganj,gauripur,amethi,0
2785,gauri ganj,gudur,amethi,0
2786,gauri ganj,gujartolal,amethi,0
2787,gauri ganj,gulalpur,amethi,0
2788,gauri ganj,guwavan,amethi,0
2789,gauri ganj,itonjapaschim,amethi,0
2790,gauri ganj,jagadishpur,amethi,0
2791,gauri ganj,jedambai,amethi,0
2792,gauri ganj,jethuna,amethi,0
2793,gauri ganj,khajuri,amethi,0
2794,gauri ganj,lugari,amethi,0
2795,gauri ganj,majhavaara,amethi,0
2796,gauri ganj,mau,amethi,0
2797,gauri ganj,medan mawai,amethi,0
2798,gauri ganj,neroli,amethi,0
2799,gauri ganj,oripur,amethi,0
2800,gauri ganj,pahadganj,amethi,0
2801,gauri ganj,pandari,amethi,0
2802,gauri ganj,panga,amethi,0
2803,gauri ganj,pathanpur,amethi,0
2804,gauri ganj,puurefazil,amethi,0
2805,gauri ganj,radhipur,amethi,0
2806,gauri ganj,rampur kudwa,amethi,0
2807,gauri ganj,rauja,amethi,0
2808,gauri ganj,rohati khurd,amethi,0
2809,gauri ganj,rohsi bujurag,amethi,0
2810,gauri ganj,saitha,amethi,0
2811,gauri ganj,sakarawow,amethi,0
2812,gauri ganj,sambhava,amethi,0
2813,gauri ganj,sarai hridayshah,amethi,0
2814,gauri ganj,saraibarabandsingh,amethi,0
2815,gauri ganj,saraibhagmani,amethi,0
2816,gauri ganj,saripur,amethi,0
2817,gauri ganj,sembhui,amethi,0
2818,gauri ganj,shahabajpur,amethi,0
2819,gauri ganj,sogra,amethi,0
2820,gauri ganj,sujanpur,amethi,0
2821,gauri ganj,tikriya,amethi,0
2822,gauri ganj,tulsipur,amethi,0
2823,gauri ganj,vasaikapur,amethi,0
2824,jaamon,achalpur,amethi,0
2825,jaamon,adilpur,amethi,0
2826,jaamon,agarawow,amethi,0
2827,jaamon,ahad,amethi,0
2828,jaamon,ajabgadh,amethi,0
2829,jaamon,alipur,amethi,0
2830,jaamon,atarauli,amethi,0
2831,jaamon,baboopur,amethi,0
2832,jaamon,baghaiya kamalpur,amethi,0
2833,jaamon,bajgadhi,amethi,0
2834,jaamon,balbhadrapur,amethi,0
2835,jaamon,barauliya,amethi,0
2836,jaamon,barraa,amethi,0
2837,jaamon,bhavanigarh,amethi,0
2838,jaamon,bhikhipur,amethi,0
2839,jaamon,bhoai,amethi,0
2840,jaamon,chitaula,amethi,0
2841,jaamon,dakhinavaara,amethi,0
2842,jaamon,dighagopalpur,amethi,0
2843,jaamon,duramu,amethi,0
2844,jaamon,edhi,amethi,0
2845,jaamon,gaura,amethi,0
2846,jaamon,gauriyabad,amethi,0
2847,jaamon,gautamapur,amethi,0
2848,jaamon,ghatmpur,amethi,0
2849,jaamon,ghosion,amethi,0
2850,jaamon,gogmau,amethi,0
2851,jaamon,hardo,amethi,0
2852,jaamon,harguv,amethi,0
2853,jaamon,harkaranpur,amethi,0
2854,jaamon,herua,amethi,0
2855,jaamon,jaamon,amethi,0
2856,jaamon,janapur,amethi,0
2857,jaamon,kalyanpur,amethi,0
2858,jaamon,kapaasi,amethi,0
2859,jaamon,kataari,amethi,0
2860,jaamon,lakhanabasant,amethi,0
2861,jaamon,lalpur,amethi,0
2862,jaamon,lalpur dhabia,amethi,0
2863,jaamon,lorioupur,amethi,0
2864,jaamon,machhgava,amethi,0
2865,jaamon,mawai,amethi,0
2866,jaamon,mayaas,amethi,0
2867,jaamon,moonghi,amethi,0
2868,jaamon,nadiyaww,amethi,0
2869,jaamon,nimi,amethi,0
2870,jaamon,parasurampur,amethi,0
2871,jaamon,purbgaura,amethi,0
2872,jaamon,purechitai,amethi,0
2873,jaamon,rajamau,amethi,0
2874,jaamon,rambaxgarh,amethi,0
2875,jaamon,rampurchoudhary,amethi,0
2876,jaamon,rampurnaurangabad,amethi,0
2877,jaamon,ramshahnaau poor,amethi,0
2878,jaamon,resi,amethi,0
2879,jaamon,sambhai,amethi,0
2880,jaamon,sarame,amethi,0
2881,jaamon,shahpur,amethi,0
2882,jaamon,shahpur reshi,amethi,0
2883,jaamon,sirkhiri,amethi,0
2884,jaamon,sookhibajgarh,amethi,0
2885,jaamon,suratgarh,amethi,0
2886,jaamon,tikra,amethi,0
2887,jaamon,umaradih,amethi,0
2888,jaamon,varehati,amethi,0
2889,jaamon,viripur,amethi,0
2890,jagadishpur,alinagar,amethi,0
2891,jagadishpur,ankara,amethi,0
2892,jagadishpur,ashrafpur,amethi,0
2893,jagadishpur,baboopursaraiya,amethi,0
2894,jagadishpur,bagaahi,amethi,0
2895,jagadishpur,bagamira,amethi,0
2896,jagadishpur,baiauli,amethi,0
2897,jagadishpur,benchugarh,amethi,0
2898,jagadishpur,bheekhnpur,amethi,0
2899,jagadishpur,camerouli,amethi,0
2900,jagadishpur,dakkhinagaanv,amethi,0
2901,jagadishpur,devakali,amethi,0
2902,jagadishpur,dhudahari,amethi,0
2903,jagadishpur,dicholi,amethi,0
2904,jagadishpur,doulatpur lonahat,amethi,0
2905,jagadishpur,doulatpur nisura,amethi,0
2906,jagadishpur,dularinagar,amethi,0
2907,jagadishpur,gadhriadih,amethi,0
2908,jagadishpur,gimau,amethi,0
2909,jagadishpur,gugemu,amethi,0
2910,jagadishpur,harimu,amethi,0
2911,jagadishpur,hasavasurvan,amethi,0
2912,jagadishpur,hussainganjakala,amethi,0
2913,jagadishpur,imligaanv,amethi,0
2914,jagadishpur,itaore,amethi,0
2915,jagadishpur,jalalpur tiwari,amethi,0
2916,jagadishpur,kachnaanv,amethi,0
2917,jagadishpur,kaima,amethi,0
2918,jagadishpur,kapuripur,amethi,0
2919,jagadishpur,katehati,amethi,0
2920,jagadishpur,kathora,amethi,0
2921,jagadishpur,kheratpur,amethi,0
2922,jagadishpur,koilara mubarakapur,amethi,0
2923,jagadishpur,lakhnipur,amethi,0
2924,jagadishpur,maddupur,amethi,0
2925,jagadishpur,mahemu,amethi,0
2926,jagadishpur,malawa,amethi,0
2927,jagadishpur,mangarauli,amethi,0
2928,jagadishpur,mangarura,amethi,0
2929,jagadishpur,mangauli,amethi,0
2930,jagadishpur,maraucha tetarpur,amethi,0
2931,jagadishpur,matiarikala,amethi,0
2932,jagadishpur,mau atvaara,amethi,0
2933,jagadishpur,mirapur,amethi,0
2934,jagadishpur,mishrarauli,amethi,0
2935,jagadishpur,mohabbatpur,amethi,0
2936,jagadishpur,mubarakapur,amethi,0
2937,jagadishpur,naudad,amethi,0
2938,jagadishpur,niava,amethi,0
2939,jagadishpur,nihalgarh,amethi,0
2940,jagadishpur,nihalpur,amethi,0
2941,jagadishpur,nisura,amethi,0
2942,jagadishpur,paliyapashchim,amethi,0
2943,jagadishpur,palpur,amethi,0
2944,jagadishpur,parvejpur,amethi,0
2945,jagadishpur,pichuti,amethi,0
2946,jagadishpur,purbgaanv,amethi,0
2947,jagadishpur,puure sohrat singh,amethi,0
2948,jagadishpur,rastaamau,amethi,0
2949,jagadishpur,saresar,amethi,0
2950,jagadishpur,shekhpur,amethi,0
2951,jagadishpur,sidhiyaww,amethi,0
2952,jagadishpur,sindurava,amethi,0
2953,jagadishpur,sitholi,amethi,0
2954,jagadishpur,syriari,amethi,0
2955,jagadishpur,tanda,amethi,0
2956,jagadishpur,thori,amethi,0
2957,jagadishpur,uruva,amethi,0
2958,jagadishpur,utatargaanv,amethi,0
2959,jagadishpur,utelva,amethi,0
2960,jagadishpur,vanabhariya,amethi,0
2961,musafirkhaana,ankhri,amethi,0
2962,musafirkhaana,aurangabad,amethi,0
2963,musafirkhaana,barna mubarakapur,amethi,0
2964,musafirkhaana,besara pashchim,amethi,0
2965,musafirkhaana,besara purab,amethi,0
2966,musafirkhaana,bhaddaur,amethi,0
2967,musafirkhaana,bhanauli,amethi,0
2968,musafirkhaana,bhikhipur,amethi,0
2969,musafirkhaana,chandipur,amethi,0
2970,musafirkhaana,chitaipur,amethi,0
2971,musafirkhaana,daadaraa,amethi,0
2972,musafirkhaana,dharauli,amethi,0
2973,musafirkhaana,gajanpur duariya,amethi,0
2974,musafirkhaana,gangerua,amethi,0
2975,musafirkhaana,gunnaur,amethi,0
2976,musafirkhaana,jakhashivpur,amethi,0
2977,musafirkhaana,jamuvaari,amethi,0
2978,musafirkhaana,kanjas,amethi,0
2979,musafirkhaana,kanku poor,amethi,0
2980,musafirkhaana,kapoorchandpur,amethi,0
2981,musafirkhaana,karpia,amethi,0
2982,musafirkhaana,kasthuni pashchim,amethi,0
2983,musafirkhaana,kasthuni purab,amethi,0
2984,musafirkhaana,keshavpur,amethi,0
2985,musafirkhaana,kochhit,amethi,0
2986,musafirkhaana,koderi,amethi,0
2987,musafirkhaana,kotwa,amethi,0
2988,musafirkhaana,maanshahpur,amethi,0
2989,musafirkhaana,maheshpur,amethi,0
2990,musafirkhaana,majhagava,amethi,0
2991,musafirkhaana,manamadanpur,amethi,0
2992,musafirkhaana,mathabhusunda,amethi,0
2993,musafirkhaana,mohiuddinpur,amethi,0
2994,musafirkhaana,musafirkhaana dehaat urf gunaiya,amethi,0
2995,musafirkhaana,nandaur,amethi,0
2996,musafirkhaana,narboonpur,amethi,0
2997,musafirkhaana,nevada,amethi,0
2998,musafirkhaana,nizamuddinpur,amethi,0
2999,musafirkhaana,palia chandapur,amethi,0
3000,musafirkhaana,palia purab,amethi,0
3001,musafirkhaana,pindara karnaai,amethi,0
3002,musafirkhaana,pindara mahraaj,amethi,0
3003,musafirkhaana,pindarathakur,amethi,0
3004,musafirkhaana,puure mo0 nevaaj,amethi,0
3005,musafirkhaana,puure premshah,amethi,0
3006,musafirkhaana,puurepahalawaan,amethi,0
3007,musafirkhaana,puureparwani,amethi,0
3008,musafirkhaana,ranjitpur,amethi,0
3009,musafirkhaana,rasulabad,amethi,0
3010,musafirkhaana,rudauli,amethi,0
3011,musafirkhaana,sadipur,amethi,0
3012,musafirkhaana,salpur,amethi,0
3013,musafirkhaana,saraiya sabalshah,amethi,0
3014,musafirkhaana,surpur kashipur,amethi,0
3015,musafirkhaana,tikra baujnath,amethi,0
3016,musafirkhaana,umamishrapur,amethi,0
3017,sangrampur,bada gaanv,amethi,0
3018,sangrampur,badlapur,amethi,0
3019,sangrampur,banbirpur,amethi,0
3020,sangrampur,bhairopur,amethi,0
3021,sangrampur,bhausinghpur,amethi,0
3022,sangrampur,bhavalpur,amethi,0
3023,sangrampur,chanderia,amethi,0
3024,sangrampur,consapur,amethi,0
3025,sangrampur,dhaurhara,amethi,0
3026,sangrampur,dhoye,amethi,0
3027,sangrampur,gangapore,amethi,0
3028,sangrampur,gorkhapur,amethi,0
3029,sangrampur,gujipur,amethi,0
3030,sangrampur,itori,amethi,0
3031,sangrampur,jarauta,amethi,0
3032,sangrampur,joga ambarpur,amethi,0
3033,sangrampur,kanu,amethi,0
3034,sangrampur,karaadi,amethi,0
3035,sangrampur,karnipur,amethi,0
3036,sangrampur,kasaara,amethi,0
3037,sangrampur,khoupurbujurg,amethi,0
3038,sangrampur,madauli,amethi,0
3039,sangrampur,madhupurakhadri,amethi,0
3040,sangrampur,mishrouli,amethi,0
3041,sangrampur,nevadakanu,amethi,0
3042,sangrampur,patapur,amethi,0
3043,sangrampur,punnupur,amethi,0
3044,sangrampur,puure muhibashah,amethi,0
3045,sangrampur,sahjipur,amethi,0
3046,sangrampur,sangrampur,amethi,0
3047,sangrampur,saraiya badgaon,amethi,0
3048,sangrampur,saraiyakanu,amethi,0
3049,sangrampur,shukulpur,amethi,0
3050,sangrampur,sonarican,amethi,0
3051,sangrampur,tarapur,amethi,0
3052,sangrampur,thengaha,amethi,0
3053,sangrampur,uttargaanv,amethi,0
3054,shahgarh,afuiya,amethi,0
3055,shahgarh,bahoricpur,amethi,0
3056,shahgarh,bahorkha,amethi,0
3057,shahgarh,bhaniyapur,amethi,0
3058,shahgarh,chandauki,amethi,0
3059,shahgarh,chilbile,amethi,0
3060,shahgarh,dakkhinagaanv,amethi,0
3061,shahgarh,dulapur khurd,amethi,0
3062,shahgarh,dulapurkalan,amethi,0
3063,shahgarh,gartholia,amethi,0
3064,shahgarh,hardoia,amethi,0
3065,shahgarh,hariharpur,amethi,0
3066,shahgarh,iksaara,amethi,0
3067,shahgarh,jalama,amethi,0
3068,shahgarh,judiyapur,amethi,0
3069,shahgarh,juthipur,amethi,0
3070,shahgarh,kapurpur,amethi,0
3071,shahgarh,kasraavaan,amethi,0
3072,shahgarh,kauhaar,amethi,0
3073,shahgarh,kishundaspur,amethi,0
3074,shahgarh,kitiyaww,amethi,0
3075,shahgarh,kushabera,amethi,0
3076,shahgarh,loangpur,amethi,0
3077,shahgarh,nevada kishungarh,amethi,0
3078,shahgarh,noharapur,amethi,0
3079,shahgarh,palia,amethi,0
3080,shahgarh,paniyaar,amethi,0
3081,shahgarh,pichora,amethi,0
3082,shahgarh,psoranv,amethi,0
3083,shahgarh,purbgaanv,amethi,0
3084,shahgarh,pureibadulla,amethi,0
3085,shahgarh,rajapur kauhaar,amethi,0
3086,shahgarh,ramshahpur,amethi,0
3087,shahgarh,sewai hemgarh,amethi,0
3088,shahgarh,shahgarh,amethi,0
3089,shahgarh,tandva,amethi,0
3090,shahgarh,tejagarh,amethi,0
3091,shahgarh,ulra,amethi,0
3092,shahgarh,usrapur,amethi,0
3093,singhpur,ahmedabad pipari,amethi,0
3094,singhpur,ahorba bhavani,amethi,0
3095,singhpur,ajadpur,amethi,0
3096,singhpur,anguri,amethi,0
3097,singhpur,bahua,amethi,0
3098,singhpur,bhanipur,amethi,0
3099,singhpur,bhavanipur,amethi,0
3100,singhpur,bhikhipur,amethi,0
3101,singhpur,chilouli,amethi,0
3102,singhpur,chiluli,amethi,0
3103,singhpur,dandoopur,amethi,0
3104,singhpur,dangi barawaliya,amethi,0
3105,singhpur,dhirapur,amethi,0
3106,singhpur,fatepur,amethi,0
3107,singhpur,gadhi mahaval,amethi,0
3108,singhpur,goyan,amethi,0
3109,singhpur,hathruna,amethi,0
3110,singhpur,inhuna,amethi,0
3111,singhpur,jagatpur,amethi,0
3112,singhpur,jaitpur,amethi,0
3113,singhpur,jayanagara,amethi,0
3114,singhpur,jehata usraha,amethi,0
3115,singhpur,jijoli,amethi,0
3116,singhpur,jiyapur,amethi,0
3117,singhpur,jugrajpur,amethi,0
3118,singhpur,karangaanv,amethi,0
3119,singhpur,khaaraa,amethi,0
3120,singhpur,khanapur chapara,amethi,0
3121,singhpur,kharawaan,amethi,0
3122,singhpur,khargpur,amethi,0
3123,singhpur,khekharuwa,amethi,0
3124,singhpur,konchi,amethi,0
3125,singhpur,kotwa,amethi,0
3126,singhpur,kukeharampur,amethi,0
3127,singhpur,lauli,amethi,0
3128,singhpur,mahima sindooria,amethi,0
3129,singhpur,mattepur,amethi,0
3130,singhpur,mehmanpur,amethi,0
3131,singhpur,mirzagarh,amethi,0
3132,singhpur,naukheda,amethi,0
3133,singhpur,panhuna,amethi,0
3134,singhpur,pedara,amethi,0
3135,singhpur,pederiya,amethi,0
3136,singhpur,phula,amethi,0
3137,singhpur,rajapur,amethi,0
3138,singhpur,ramganj,amethi,0
3139,singhpur,rampur panvara,amethi,0
3140,singhpur,rastaamau,amethi,0
3141,singhpur,ratavaliya manjhaar,amethi,0
3142,singhpur,sadhia,amethi,0
3143,singhpur,sarayamachau,amethi,0
3144,singhpur,sathan purava,amethi,0
3145,singhpur,sheshan gaanv,amethi,0
3146,singhpur,singhpur,amethi,0
3147,singhpur,teffi,amethi,0
3148,singhpur,tikri,amethi,0
3149,singhpur,vatiya,amethi,0
3150,singhpur,yusufanagar,amethi,0
3151,tiloi,agauna,amethi,0
3152,tiloi,ahuri,amethi,0
3153,tiloi,akbarpur farshi,amethi,0
3154,tiloi,alipur,amethi,0
3155,tiloi,ariyaavaan,amethi,0
3156,tiloi,asani,amethi,0
3157,tiloi,ashapur ruru,amethi,0
3158,tiloi,ashapurgadi,amethi,0
3159,tiloi,badhuna,amethi,0
3160,tiloi,barkot,amethi,0
3161,tiloi,basantpur,amethi,0
3162,tiloi,belvahasanpur,amethi,0
3163,tiloi,beraara,amethi,0
3164,tiloi,bhadmar,amethi,0
3165,tiloi,bhadsna,amethi,0
3166,tiloi,bhagirathpur,amethi,0
3167,tiloi,bhilaikala,amethi,0
3168,tiloi,chaura,amethi,0
3169,tiloi,chetarabujurg,amethi,0
3170,tiloi,chhatahuna,amethi,0
3171,tiloi,chinagaahi,amethi,0
3172,tiloi,devakali,amethi,0
3173,tiloi,dhodanpur,amethi,0
3174,tiloi,gadehri,amethi,0
3175,tiloi,hansava,amethi,0
3176,tiloi,jamaravaan,amethi,0
3177,tiloi,janapur,amethi,0
3178,tiloi,kamai,amethi,0
3179,tiloi,kotwa,amethi,0
3180,tiloi,kura,amethi,0
3181,tiloi,kutmara,amethi,0
3182,tiloi,lihi,amethi,0
3183,tiloi,lodhwariyaa,amethi,0
3184,tiloi,mechauna,amethi,0
3185,tiloi,miramu,amethi,0
3186,tiloi,nasaratpur,amethi,0
3187,tiloi,onadih,amethi,0
3188,tiloi,paakar gaanv,amethi,0
3189,tiloi,pashchim tiloi,amethi,0
3190,tiloi,puure dundi,amethi,0
3191,tiloi,puure manimanohar,amethi,0
3192,tiloi,rajamau,amethi,0
3193,tiloi,rajanpur,amethi,0
3194,tiloi,rajapur haleem,amethi,0
3195,tiloi,ramai,amethi,0
3196,tiloi,ramnagar,amethi,0
3197,tiloi,sambasi,amethi,0
3198,tiloi,sangrampur,amethi,0
3199,tiloi,satgava,amethi,0
3200,tiloi,savitapur,amethi,0
3201,tiloi,semrauta,amethi,0
3202,tiloi,shahmau,amethi,0
3203,tiloi,sijani,amethi,0
3204,tiloi,tamamu,amethi,0
3205,tiloi,thokarpur,amethi,0
3206,tiloi,tiloi,amethi,0
3207,tiloi,umtarpara,amethi,0
3208,tiloi,vesrawa,amethi,0
3209,tiloi,viraaj,amethi,0
3210,amroha,abjabad,amroha,0
3211,amroha,adalpur samdu,amroha,0
3212,amroha,ahroi,amroha,0
3213,amroha,akbarpur patti,amroha,0
3214,amroha,alampur kaich,amroha,0
3215,amroha,alhedadpur kala,amroha,0
3216,amroha,alipur kala,amroha,0
3217,amroha,aparaula maybaag,amroha,0
3218,amroha,awwalpur,amroha,0
3219,amroha,badshahpur,amroha,0
3220,amroha,bagadpur kala,amroha,0
3221,amroha,bahadurpur khurd,amroha,0
3222,amroha,bakipur,amroha,0
3223,amroha,barkheda saadaat,amroha,0
3224,amroha,basedda taga,amroha,0
3225,amroha,baskhedi,amroha,0
3226,amroha,bhaida bharatpur,amroha,0
3227,amroha,bhatpura sakainiya,amroha,0
3228,amroha,bibada kala,amroha,0
3229,amroha,bibada khurd,amroha,0
3230,amroha,bijda,amroha,0
3231,amroha,bilana,amroha,0
3232,amroha,bohara,amroha,0
3233,amroha,buderana,amroha,0
3234,amroha,calebakree,amroha,0
3235,amroha,coral,amroha,0
3236,amroha,daaud sarai,amroha,0
3237,amroha,dabaka,amroha,0
3238,amroha,dahakabada,amroha,0
3239,amroha,dehara,amroha,0
3240,amroha,dehri khurram,amroha,0
3241,amroha,dhakka,amroha,0
3242,amroha,dhanorimir,amroha,0
3243,amroha,doulatpuri,amroha,0
3244,amroha,faridpur immaa,amroha,0
3245,amroha,gajaana,amroha,0
3246,amroha,gajsthal,amroha,0
3247,amroha,galibbada,amroha,0
3248,amroha,ghansurpur vamania,amroha,0
3249,amroha,hadipur kala,amroha,0
3250,amroha,hafijpur,amroha,0
3251,amroha,hajarpur,amroha,0
3252,amroha,hasanpurkatia,amroha,0
3253,amroha,hisampur,amroha,0
3254,amroha,ibrahimpur abad,amroha,0
3255,amroha,ishapur,amroha,0
3256,amroha,jabbarpur,amroha,0
3257,amroha,jabda,amroha,0
3258,amroha,jabdi,amroha,0
3259,amroha,jajaru,amroha,0
3260,amroha,jalalpur narin,amroha,0
3261,amroha,jalilpur bakkaal,amroha,0
3262,amroha,jamanakhas,amroha,0
3263,amroha,kalampur,amroha,0
3264,amroha,kankar kheda,amroha,0
3265,amroha,kasmpur mev,amroha,0
3266,amroha,kaympur kararnagar,amroha,0
3267,amroha,khalkapur kala,amroha,0
3268,amroha,khandsal kala,amroha,0
3269,amroha,kheda,amroha,0
3270,amroha,khedka,amroha,0
3271,amroha,khetapur jahangirpur,amroha,0
3272,amroha,kuda maafee,amroha,0
3273,amroha,kumhariya,amroha,0
3274,amroha,kumukhiya,amroha,0
3275,amroha,lakadahat,amroha,0
3276,amroha,lalu nangla,amroha,0
3277,amroha,latifpur,amroha,0
3278,amroha,lodhipur bamajhara,amroha,0
