res_15_gp_id,block,gp,district,merge10gp
25407,jangal kidia,nuruddin chak,gorakhpur,0
25408,jangal kidia,pachgauwa,gorakhpur,0
25409,jangal kidia,pachvaara khaas,gorakhpur,0
25410,jangal kidia,phulvariyaa,gorakhpur,0
25411,jangal kidia,pratappur,gorakhpur,0
25412,jangal kidia,raipur,gorakhpur,0
25413,jangal kidia,rajabari,gorakhpur,0
25414,jangal kidia,rakhuukhor,gorakhpur,0
25415,jangal kidia,ramawapur,gorakhpur,0
25416,jangal kidia,rampur kathawaliya,gorakhpur,0
25417,jangal kidia,ramughat,gorakhpur,0
25418,jangal kidia,rannadih,gorakhpur,0
25419,jangal kidia,rasulpur chakiya,gorakhpur,0
25420,jangal kidia,rohua,gorakhpur,0
25421,jangal kidia,saakhi,gorakhpur,0
25422,jangal kidia,sarhari,gorakhpur,0
25423,jangal kidia,sherpur chamarah,gorakhpur,0
25424,jangal kidia,sihorwa,gorakhpur,0
25425,jangal kidia,taal likhia,gorakhpur,0
25426,jangal kidia,taarangachak,gorakhpur,0
25427,jangal kidia,thakurapaar,gorakhpur,0
25428,jangal kidia,tighara,gorakhpur,0
25429,jangal kidia,turkwaliya,gorakhpur,0
25430,jangal kidia,uskaa,gorakhpur,0
25431,jangal kidia,uttarajot,gorakhpur,0
25432,jangal kidia,vaan,gorakhpur,0
25433,jangal kidia,variyapur,gorakhpur,0
25434,jangal kidia,vistoli,gorakhpur,0
25435,jangal kidia,welghat khurd,gorakhpur,0
25441,khajani,badaraa 2,gorakhpur,0
25446,khajani,baryabhir urf nakaha,gorakhpur,0
25447,khajani,basadila,gorakhpur,0
25458,khajani,dado,gorakhpur,0
25464,khajani,gaajar jagadish,gorakhpur,0
25466,khajani,gahanaa,gorakhpur,0
25473,khajani,jhudiya,gorakhpur,0
25476,khajani,karamdeva bujurg,gorakhpur,0
25479,khajani,kathaicha bindan,gorakhpur,0
25485,khajani,kurikol,gorakhpur,0
25497,khajani,ravatadadi,gorakhpur,0
25508,khajani,sonari ramchandar,gorakhpur,0
25513,khajani,tulsiratan,gorakhpur,0
25519,khajani,vishunpura,gorakhpur,0
25524,khorabar,bargadawein,gorakhpur,0
25547,khorabar,khirvaniya,gorakhpur,0
25557,khorabar,parkarnjahi,gorakhpur,0
25561,khorabar,rampur    k,gorakhpur,0
25562,khorabar,rampur raa0,gorakhpur,0
25568,khorabar,senduli benduli,gorakhpur,0
25575,paali,bahilpaar,gorakhpur,0
25580,paali,bavandara,gorakhpur,0
25590,paali,chaundwari,gorakhpur,0
25604,paali,mader,gorakhpur,0
25611,paali,mohidinpur,gorakhpur,0
25623,paali,ramdih torni,gorakhpur,0
25631,paali,tadva kala,gorakhpur,0
25637,paali,usri,gorakhpur,0
25641,piparich,araaji banakat,gorakhpur,0
25643,piparich,araaji matauni,gorakhpur,0
25646,piparich,banrahi,gorakhpur,0
25657,piparich,govindpur,gorakhpur,0
25669,piparich,khadwa,gorakhpur,0
25674,piparich,madapaar,gorakhpur,0
25683,piparich,mohanpur,gorakhpur,0
25693,piparich,rampur khurd,gorakhpur,0
25715,piparoli,bansapaar,gorakhpur,0
25717,piparoli,barvalmaafee,gorakhpur,0
25738,piparoli,jaralhi,gorakhpur,0
25744,piparoli,kalani khurd,gorakhpur,0
25765,piparoli,sathipar,gorakhpur,0
25779,sahjanwow,bhadsar,gorakhpur,0
25787,sahjanwow,darghat,gorakhpur,0
25800,sahjanwow,jonhia,gorakhpur,0
25801,sahjanwow,kasraval,gorakhpur,0
25809,sahjanwow,kuchdehri,gorakhpur,0
25817,sahjanwow,pakadi,gorakhpur,0
25860,sardarnagar,devkahia,gorakhpur,0
25868,sardarnagar,jangal mathia,gorakhpur,0
25870,sardarnagar,karamhaan,gorakhpur,0
25873,sardarnagar,kusli,gorakhpur,0
25875,sardarnagar,mahadeva jangal,gorakhpur,0
25894,sardarnagar,vishunpur khurd,gorakhpur,0
25901,uruva,baghaur,gorakhpur,0
25905,uruva,banjariya khaakhar,gorakhpur,0
25907,uruva,belaspur,gorakhpur,0
25917,uruva,chhatiyaari,gorakhpur,0
25922,uruva,devrajpaar bujurg,gorakhpur,0
25923,uruva,dhengri,gorakhpur,0
25929,uruva,hamidpur,gorakhpur,0
25936,uruva,indrapaar bujurg,gorakhpur,0
25938,uruva,ismailpur,gorakhpur,0
25947,uruva,marachi,gorakhpur,0
25954,uruva,naraichpar,gorakhpur,0
25961,uruva,pidiya,gorakhpur,0
26000,gohand,barua,hamirpur,0
26014,gohand,jamkhuri,hamirpur,0
26045,kurara,bhilaavaan danda,hamirpur,0
26047,kurara,candor,hamirpur,0
26055,kurara,jamrehi upar,hamirpur,0
26064,kurara,manakighurd,hamirpur,0
26065,kurara,manzoopurdanda,hamirpur,0
26069,kurara,pachkhura,hamirpur,0
26072,kurara,ramedi danda,hamirpur,0
26079,kurara,toderpur,hamirpur,0
26082,maudaha,baigemu,hamirpur,0
26087,maudaha,bhaturi,hamirpur,0
26093,maudaha,budhai,hamirpur,0
26100,maudaha,fatepurva,hamirpur,0
26112,maudaha,khayr,hamirpur,0
26118,maudaha,leva,hamirpur,0
26137,maudaha,sichauli,hamirpur,0
26138,maudaha,sijanoda,hamirpur,0
26155,muskaraa,bhujpur,hamirpur,0
26159,muskaraa,camokhar,hamirpur,0
26174,muskaraa,mihuna,hamirpur,0
26205,raath,khiria,hamirpur,0
26230,sarila,bargavaan,hamirpur,0
26232,sarila,basariya,hamirpur,0
26237,sarila,birhat,hamirpur,0
26283,sumerpur,bilhadi,hamirpur,0
26286,sumerpur,bonki,hamirpur,0
26292,sumerpur,devguv,hamirpur,0
26302,sumerpur,khadeyhijaar,hamirpur,0
26308,sumerpur,mihuna,hamirpur,0
26314,sumerpur,palra,hamirpur,0
26329,dhaulana,ajampur,hapur,0
26330,dhaulana,basatpur,hapur,0
26331,dhaulana,bazaida kalam,hapur,0
26332,dhaulana,bazaida khurd,hapur,0
26333,dhaulana,bhava,hapur,0
26334,dhaulana,bhovapur,hapur,0
26335,dhaulana,bhudia,hapur,0
26336,dhaulana,cameruddinanagar,hapur,0
26337,dhaulana,chhijaarsi,hapur,0
26338,dhaulana,dahirpur rajjakpur,hapur,0
26339,dhaulana,dehara,hapur,0
26340,dhaulana,dehpa kadauli,hapur,0
26341,dhaulana,dhaulana,hapur,0
26342,dhaulana,doma tikri,hapur,0
26343,dhaulana,doulatpur dhikri,hapur,0
26344,dhaulana,duhari,hapur,0
26345,dhaulana,galand,hapur,0
26346,dhaulana,hasanpur,hapur,0
26347,dhaulana,haval,hapur,0
26348,dhaulana,himmatnagar,hapur,0
26349,dhaulana,hindalpur,hapur,0
26350,dhaulana,iklady,hapur,0
26351,dhaulana,jadopur,hapur,0
26352,dhaulana,kakarana,hapur,0
26353,dhaulana,kandaula,hapur,0
26354,dhaulana,kapurpur,hapur,0
26355,dhaulana,karanpur jatt,hapur,0
26356,dhaulana,karimpur bhaipur,hapur,0
26357,dhaulana,kherpur khorabad,hapur,0
26358,dhaulana,kripanagar urf bidhepur,hapur,0
26359,dhaulana,lakhan,hapur,0
26360,dhaulana,lalpur,hapur,0
26361,dhaulana,madapur,hapur,0
26362,dhaulana,mirapur,hapur,0
26363,dhaulana,nandpur,hapur,0
26364,dhaulana,nangla gajju,hapur,0
26365,dhaulana,nangla udayrampur,hapur,0
26366,dhaulana,nanglakashi,hapur,0
26367,dhaulana,naraina,hapur,0
26368,dhaulana,narainpur baska,hapur,0
26369,dhaulana,nidhavali,hapur,0
26370,dhaulana,parpa,hapur,0
26371,dhaulana,partapur,hapur,0
26372,dhaulana,pilkhuva dehaat,hapur,0
26373,dhaulana,pipala bandpur,hapur,0
26374,dhaulana,pipalada,hapur,0
26375,dhaulana,samaanaa,hapur,0
26376,dhaulana,sapanaavat,hapur,0
26377,dhaulana,shahpur fagauta,hapur,0
26378,dhaulana,shekhpur khichraa,hapur,0
26379,dhaulana,shoulana,hapur,0
26380,dhaulana,sikhida,hapur,0
26381,dhaulana,sivaaya,hapur,0
26382,dhaulana,sukhdevpur,hapur,0
26383,dhaulana,tisoulikheda,hapur,0
26384,gaalmukteshwar,akkhapur,hapur,0
26385,gaalmukteshwar,alamgirpur,hapur,0
26386,gaalmukteshwar,alamnagar,hapur,0
26387,gaalmukteshwar,alampur bhangwatpur,hapur,0
26388,gaalmukteshwar,alipur,hapur,0
26389,gaalmukteshwar,allabakshpur,hapur,0
26390,gaalmukteshwar,anuppur dibai,hapur,0
26391,gaalmukteshwar,atsaini,hapur,0
26392,gaalmukteshwar,badarkhaa,hapur,0
26393,gaalmukteshwar,bagadpur,hapur,0
26394,gaalmukteshwar,bahadurgard,hapur,0
26395,gaalmukteshwar,bahampur thera,hapur,0
26396,gaalmukteshwar,bhadsyana,hapur,0
26397,gaalmukteshwar,bhagwati urf lisdy,hapur,0
26398,gaalmukteshwar,bihuni,hapur,0
26399,gaalmukteshwar,chandaner,hapur,0
26400,gaalmukteshwar,chitauda mohiuddeenpur,hapur,0
26401,gaalmukteshwar,dautai,hapur,0
26402,gaalmukteshwar,dehra rampur,hapur,0
26403,gaalmukteshwar,devli,hapur,0
26404,gaalmukteshwar,dhana,hapur,0
26405,gaalmukteshwar,dholpur,hapur,0
26406,gaalmukteshwar,fattapur,hapur,0
26407,gaalmukteshwar,gadaavali,hapur,0
26408,gaalmukteshwar,haidarpur saidpur,hapur,0
26409,gaalmukteshwar,hasoopur,hapur,0
26410,gaalmukteshwar,inayatpur,hapur,0
26411,gaalmukteshwar,jhadina,hapur,0
26412,gaalmukteshwar,kalyanpur,hapur,0
26413,gaalmukteshwar,karimpur,hapur,0
26414,gaalmukteshwar,kati urf shankaratila,hapur,0
26415,gaalmukteshwar,katira jafarabad,hapur,0
26416,gaalmukteshwar,khilvaai,hapur,0
26417,gaalmukteshwar,ladpura,hapur,0
26418,gaalmukteshwar,lahadrabrari,hapur,0
26419,gaalmukteshwar,lathira,hapur,0
26420,gaalmukteshwar,lodhipur chhapaka,hapur,0
26421,gaalmukteshwar,lodhipur sobhan,hapur,0
26422,gaalmukteshwar,luhaari mustafabad,hapur,0
26423,gaalmukteshwar,maanakchowk,hapur,0
26424,gaalmukteshwar,mauhammadpur rustampur,hapur,0
26425,gaalmukteshwar,muradpur janoopura,hapur,0
26426,gaalmukteshwar,muradpur paavati,hapur,0
26427,gaalmukteshwar,naanai nekanampur,hapur,0
26428,gaalmukteshwar,nagali kanor,hapur,0
26429,gaalmukteshwar,navada khurd,hapur,0
26430,gaalmukteshwar,palwada,hapur,0
26431,gaalmukteshwar,paswada,hapur,0
26432,gaalmukteshwar,pooth,hapur,0
26433,gaalmukteshwar,popai hiranpura,hapur,0
26434,gaalmukteshwar,raharva-kirawali,hapur,0
26435,gaalmukteshwar,rampur nyamatpur,hapur,0
26436,gaalmukteshwar,rasulabad nanpur,hapur,0
26437,gaalmukteshwar,sadarpur,hapur,0
26438,gaalmukteshwar,sadullapur lodi,hapur,0
26439,gaalmukteshwar,salarpur sharifabad,hapur,0
26440,gaalmukteshwar,sehal,hapur,0
26441,gaalmukteshwar,shahpur choudhary,hapur,0
26442,gaalmukteshwar,sherpur,hapur,0
26443,gaalmukteshwar,sikandarpur,hapur,0
26444,hapur,abdullapur modi,hapur,0
26445,hapur,achchheja,hapur,0
26446,hapur,ahmadpur nayaa gaanv,hapur,0
26447,hapur,akdauli,hapur,0
26448,hapur,alampur,hapur,0
26449,hapur,allabkspur urf bagadpur,hapur,0
26450,hapur,allipur mughalpur,hapur,0
26451,hapur,amipur nagaula,hapur,0
26452,hapur,anwarpur,hapur,0
26453,hapur,asoda,hapur,0
26454,hapur,ayadanagar janub,hapur,0
26455,hapur,ayadanagar sumal,hapur,0
26456,hapur,bachhalauta,hapur,0
26457,hapur,badnauli,hapur,0
26458,hapur,baduda hinduwan,hapur,0
26459,hapur,baduda sihani,hapur,0
26460,hapur,bankhanda,hapur,0
26461,hapur,bhadngpur bhimyari,hapur,0
26462,hapur,bhamaida,hapur,0
26463,hapur,bhatel,hapur,0
26464,hapur,bhatiyana,hapur,0
26465,hapur,bhikanpur,hapur,0
26466,hapur,chajjoopur,hapur,0
26467,hapur,chakrasanpur urf babugarh,hapur,0
26468,hapur,chhapkauli,hapur,0
26469,hapur,chitauli,hapur,0
26470,hapur,dadaayara,hapur,0
26471,hapur,dadri,hapur,0
26472,hapur,dahana,hapur,0
26473,hapur,dastoi,hapur,0
26474,hapur,dayantpur,hapur,0
26475,hapur,dhanora,hapur,0
26476,hapur,doymi jaruthi,hapur,0
26477,hapur,fatehpur,hapur,0
26478,hapur,ghunghraala,hapur,0
26479,hapur,girdharpur tumrail,hapur,0
26480,hapur,gondi,hapur,0
26481,hapur,goyana jasrupanagar,hapur,0
26482,hapur,hafizpur ubarpur,hapur,0
26483,hapur,hajipur udaipur,hapur,0
26484,hapur,harsinghpur brajanathpur,hapur,0
26485,hapur,hasanpur,hapur,0
26486,hapur,hoshiyarpur gadhi,hapur,0
26487,hapur,hridaipur,hapur,0
26488,hapur,imtori,hapur,0
26489,hapur,jogipura,hapur,0
26490,hapur,kaanvi,hapur,0
26491,hapur,kamalpur,hapur,0
26492,hapur,kastala kasmabad,hapur,0
26493,hapur,khadkhadi,hapur,0
26494,hapur,kurana mirpur,hapur,0
26495,hapur,lalpur chitadei,hapur,0
26496,hapur,lathi kheda,hapur,0
26497,hapur,lukhrada,hapur,0
26498,hapur,mahamudpur,hapur,0
26499,hapur,malakpur,hapur,0
26500,hapur,matnaavali,hapur,0
26501,hapur,mirpur kalam,hapur,0
26502,hapur,mirpur majara,hapur,0
26503,hapur,morpur,hapur,0
26504,hapur,muradanagar,hapur,0
26505,hapur,murshadpur,hapur,0
26506,hapur,murshrafpur jhanda,hapur,0
26507,hapur,naan,hapur,0
26508,hapur,nalee husseinpur,hapur,0
26509,hapur,navada,hapur,0
26510,hapur,nijaampur,hapur,0
26511,hapur,nurpur,hapur,0
26512,hapur,patna,hapur,0
26513,hapur,pirnagar soodana,hapur,0
26514,hapur,pootha husseinpur,hapur,0
26515,hapur,raghunathpur,hapur,0
26516,hapur,rampur,hapur,0
26517,hapur,rasulpur behalolpur,hapur,0
26518,hapur,saavin himayumpur,hapur,0
26519,hapur,sabali,hapur,0
26520,hapur,sadikpur,hapur,0
26521,hapur,salaai,hapur,0
26522,hapur,salapur kotla,hapur,0
26523,hapur,saraava mirzapur,hapur,0
26524,hapur,shahbuddin nagar,hapur,0
26525,hapur,shahmahiuddinpur,hapur,0
26526,hapur,shahpur jett,hapur,0
26527,hapur,shekhpur,hapur,0
26528,hapur,shyaam nagar,hapur,0
26529,hapur,sikandarpur kakaudi,hapur,0
26530,hapur,simrauli,hapur,0
26531,hapur,sirondhan,hapur,0
26532,hapur,sultanpur mansurpur,hapur,0
26533,hapur,tatarpur,hapur,0
26534,hapur,tiyaala,hapur,0
26535,hapur,upada,hapur,0
26536,hapur,vajhilpur,hapur,0
26537,simbhavali,ahasaanpur jamalpur,hapur,0
26538,simbhavali,akbarpur buklana,hapur,0
26539,simbhavali,arifpur madaiya,hapur,0
26540,simbhavali,asraa,hapur,0
26541,simbhavali,atoota,hapur,0
26542,simbhavali,aurangabad,hapur,0
26543,simbhavali,bahraanpur badli,hapur,0
26544,simbhavali,bangauli,hapur,0
26545,simbhavali,baxur,hapur,0
26546,simbhavali,bhagavanpur,hapur,0
26547,simbhavali,bharna,hapur,0
26548,simbhavali,bhovapur,hapur,0
26549,simbhavali,bhovapur mastananagar,hapur,0
26550,simbhavali,birampur,hapur,0
26551,simbhavali,dariyapur,hapur,0
26552,simbhavali,dattiyana,hapur,0
26553,simbhavali,dhanavali urf atta,hapur,0
26554,simbhavali,dhanpura,hapur,0
26555,simbhavali,faridpur gausai,hapur,0
26556,simbhavali,faridpur simbhavali,hapur,0
26557,simbhavali,fatepur matnaura,hapur,0
26558,simbhavali,gandu nagala,hapur,0
26559,simbhavali,gauhara alamgirpur,hapur,0
26560,simbhavali,gosamohiuddinpur chhatnaura,hapur,0
26561,simbhavali,habispur bigaas,hapur,0
26562,simbhavali,harnathpur kota,hapur,0
26563,simbhavali,haroda,hapur,0
26564,simbhavali,himmatpur,hapur,0
26565,simbhavali,jakhida rahamatpur,hapur,0
26566,simbhavali,kaniya kalyanpur,hapur,0
26567,simbhavali,khagaui sahasapura,hapur,0
26568,simbhavali,kheda dariyapur,hapur,0
26569,simbhavali,khurana janhagirabad,hapur,0
26570,simbhavali,madhapur maujampur,hapur,0
26571,simbhavali,mau.poor khudliya,hapur,0
26572,simbhavali,mau0 ajampur,hapur,0
26573,simbhavali,mu0 bagadpur,hapur,0
26574,simbhavali,mubaarik salamatpur,hapur,0
26575,simbhavali,muktheshwara,hapur,0
26576,simbhavali,muradpur,hapur,0
26577,simbhavali,muradpur nijamasar,hapur,0
26578,simbhavali,nangla batch,hapur,0
26579,simbhavali,navadakalan,hapur,0
26580,simbhavali,nekarampur fooldi,hapur,0
26581,simbhavali,nyaajpur khaiyya,hapur,0
26582,simbhavali,phuldehra,hapur,0
26583,simbhavali,pirnagar,hapur,0
26584,simbhavali,raajpur madhaiya,hapur,0
26585,simbhavali,rajapur,hapur,0
26586,simbhavali,rajhaida,hapur,0
26587,simbhavali,ratupura,hapur,0
26588,simbhavali,razaiti bakarpur,hapur,0
26589,simbhavali,salarpur,hapur,0
26590,simbhavali,saloni,hapur,0
26591,simbhavali,saraavanee,hapur,0
26592,simbhavali,sarurpur,hapur,0
26593,simbhavali,sena,hapur,0
26594,simbhavali,sharifpur,hapur,0
26595,simbhavali,shyampur jatt,hapur,0
26596,simbhavali,siganpur,hapur,0
26597,simbhavali,sikheda muradabad,hapur,0
26598,simbhavali,tigari,hapur,0
26599,simbhavali,toderpur,hapur,0
26600,simbhavali,virasingpur,hapur,0
26601,simbhavali,waite,hapur,0
26607,ahirori,atara,hardoi,0
26621,ahirori,bhudiya,hardoi,0
26622,ahirori,camolia,hardoi,0
26625,ahirori,dhura,hardoi,0
26651,ahirori,kot,hardoi,0
26656,ahirori,mahamudpur bahadur,hardoi,0
26662,ahirori,nibhi,hardoi,0
26671,ahirori,saripur bramhnaan,hardoi,0
26680,baawan,aija,hardoi,0
26681,baawan,allipur,hardoi,0
26682,baawan,anangabehata,hardoi,0
26683,baawan,auhadpur dabhelia,hardoi,0
26684,baawan,baawan,hardoi,0
26685,baawan,babnapur,hardoi,0
26686,baawan,baghauramal,hardoi,0
26687,baawan,bajehara,hardoi,0
26688,baawan,bajpur nakataura,hardoi,0
26689,baawan,balehara,hardoi,0
26690,baawan,bannai,hardoi,0
26691,baawan,baraila tigaavaan,hardoi,0
26692,baawan,barasohia,hardoi,0
26693,baawan,barkhera,hardoi,0
26694,baawan,barvan,hardoi,0
26695,baawan,behata sadhi,hardoi,0
26696,baawan,behatadhira,hardoi,0
26697,baawan,behatagokul,hardoi,0
26698,baawan,behati,hardoi,0
26699,baawan,bhariganva,hardoi,0
26700,baawan,bheekhpur,hardoi,0
26701,baawan,bhithari,hardoi,0
26702,baawan,biskula,hardoi,0
26703,baawan,chandarsipur sahijna,hardoi,0
26704,baawan,dauli,hardoi,0
26705,baawan,dularpur tigava,hardoi,0
26706,baawan,dularpur uchauli,hardoi,0
26707,baawan,gadaipur,hardoi,0
26708,baawan,gaidhara,hardoi,0
26709,baawan,gangauli,hardoi,0
26710,baawan,gulamu,hardoi,0
26711,baawan,husseinpur sahora,hardoi,0
26712,baawan,jagadishpur,hardoi,0
26713,baawan,jatauli,hardoi,0
26714,baawan,jilgaav,hardoi,0
26715,baawan,kakwahi,hardoi,0
26716,baawan,karanpur,hardoi,0
26717,baawan,kashipur,hardoi,0
26718,baawan,kaudha,hardoi,0
26719,baawan,khumaripur,hardoi,0
26720,baawan,kurriya,hardoi,0
26721,baawan,kuvarpur,hardoi,0
26722,baawan,lonar,hardoi,0
26723,baawan,maharepur,hardoi,0
26724,baawan,maholiya shivpar,hardoi,0
26725,baawan,majhareta,hardoi,0
26726,baawan,manimu,hardoi,0
26727,baawan,manpur,hardoi,0
26728,baawan,mattipur,hardoi,0
26729,baawan,menndua miragavaan,hardoi,0
26730,baawan,mirkapur,hardoi,0
26731,baawan,mujahidpur,hardoi,0
26732,baawan,musepur,hardoi,0
26733,baawan,nayagaav,hardoi,0
26734,baawan,nayagaav habibpur,hardoi,0
26735,baawan,nevada chaugavaan,hardoi,0
26736,baawan,nijaampur,hardoi,0
26737,baawan,pakari,hardoi,0
26738,baawan,palia koilha,hardoi,0
26739,baawan,phoolbehata,hardoi,0
26740,baawan,pururi,hardoi,0
26741,baawan,raara,hardoi,0
26742,baawan,ramapur raholiya,hardoi,0
26743,baawan,rampur chhiya,hardoi,0
26744,baawan,sahijna,hardoi,0
26745,baawan,sakaahaa,hardoi,0
26746,baawan,sakara,hardoi,0
26747,baawan,sakatpur,hardoi,0
26748,baawan,shekhpur saria,hardoi,0
26749,baawan,sonapur,hardoi,0
26750,baawan,suhedi,hardoi,0
26751,baawan,tatyora,hardoi,0
26752,baawan,teria,hardoi,0
26753,baawan,udhranpur,hardoi,0
26755,benhadar,akoharaa nevada,hardoi,0
26770,benhadar,bhithi,hardoi,0
26773,benhadar,chaandu,hardoi,0
26776,benhadar,devnathpur,hardoi,0
26786,benhadar,hewali,hardoi,0
26788,benhadar,husseinpur,hardoi,0
26794,benhadar,kajipur,hardoi,0
26802,benhadar,mahamudpurlalta,hardoi,0
26805,benhadar,qutubpur,hardoi,0
26812,benhadar,santosha,hardoi,0
26818,benhadar,sukhankheda,hardoi,0
26823,bharaavan,alampur,hardoi,0
26831,bharaavan,bani,hardoi,0
26832,bharaavan,bengalpur,hardoi,0
26835,bharaavan,bilariya,hardoi,0
26839,bharaavan,doda,hardoi,0
26841,bharaavan,gherva,hardoi,0
26845,bharaavan,hadahaa,hardoi,0
26846,bharaavan,hajipur,hardoi,0
26848,bharaavan,hiroopur gotaiya,hardoi,0
26849,bharaavan,itonja,hardoi,0
26850,bharaavan,jagasra,hardoi,0
26853,bharaavan,katiyaar,hardoi,0
26862,bharaavan,lauli,hardoi,0
26863,bharaavan,lodhaura,hardoi,0
26870,bharaavan,pahadpur,hardoi,0
26878,bharaavan,sagargadhi,hardoi,0
26890,bharakhni,asamdhaa,hardoi,0
26896,bharakhni,bhagavantpur,hardoi,0
26909,bharakhni,gaur kheda,hardoi,0
26910,bharakhni,gaura udaipur,hardoi,0
26912,bharakhni,girdharpur,hardoi,0
26926,bharakhni,koodi,hardoi,0
26930,bharakhni,maanpaara,hardoi,0
26940,bharakhni,nagala hossain,hardoi,0
26941,bharakhni,nagalabhinsi,hardoi,0
26943,bharakhni,narbha,hardoi,0
26951,bharakhni,ramapur mishra,hardoi,0
26956,bharakhni,sahuapur,hardoi,0
26966,bharakhni,singhapur,hardoi,0
26969,bharakhni,timirpur,hardoi,0
26970,bharakhni,ubarikheda,hardoi,0
26971,bharakhni,ubariyaakala,hardoi,0
26972,bharakhni,vinaika mehdiyarpur,hardoi,0
26974,bharakhni,wilsor harsen,hardoi,0
26977,bilogram,ajamat nagar,hardoi,0
26978,bilogram,akbarpur pasanamau,hardoi,0
26979,bilogram,alligarh,hardoi,0
26980,bilogram,artacha bujurg,hardoi,0
26981,bilogram,artacha khurd,hardoi,0
26982,bilogram,baghiyaari chugava,hardoi,0
26983,bilogram,bahati khurd,hardoi,0
26984,bilogram,bann,hardoi,0
26985,bilogram,bargaavaan,hardoi,0
26986,bilogram,basahar kutulupur,hardoi,0
26987,bilogram,befariya,hardoi,0
26988,bilogram,behata burjug,hardoi,0
26989,bilogram,berua nijaampur,hardoi,0
26990,bilogram,bhairampur,hardoi,0
26991,bilogram,bhatauli,hardoi,0
26992,bilogram,bhogatpur,hardoi,0
26993,bilogram,bindhuri nevada,hardoi,0
26994,bilogram,birichmau,hardoi,0
26995,bilogram,birni,hardoi,0
26996,bilogram,birori,hardoi,0
26997,bilogram,chacharapur,hardoi,0
26998,bilogram,chandpur,hardoi,0
26999,bilogram,chhibramau,hardoi,0
27000,bilogram,choudhariyapur,hardoi,0
27001,bilogram,dabha,hardoi,0
27002,bilogram,dhadhamau nekpur,hardoi,0
27003,bilogram,dhodhin,hardoi,0
27004,bilogram,dhodhpur,hardoi,0
27005,bilogram,diwaali,hardoi,0
27006,bilogram,durgaganj,hardoi,0
27007,bilogram,gurauli,hardoi,0
27008,bilogram,guzarai,hardoi,0
27009,bilogram,habatpur,hardoi,0
27010,bilogram,hasanapur,hardoi,0
27011,bilogram,hasanapur murauli,hardoi,0
27012,bilogram,hasauliya,hardoi,0
27013,bilogram,jafarpur tiganva,hardoi,0
27014,bilogram,jalalpur,hardoi,0
27015,bilogram,jarauli rapura,hardoi,0
27016,bilogram,jarauli sherpur,hardoi,0
27017,bilogram,jasrenamau,hardoi,0
27018,bilogram,kachana,hardoi,0
27019,bilogram,kakara kheda,hardoi,0
27020,bilogram,karehaka chaugavaan,hardoi,0
27021,bilogram,katari bichhuhia,hardoi,0
27022,bilogram,katari biluhi,hardoi,0
27023,bilogram,katari chhibramau,hardoi,0
27024,bilogram,katari parsola,hardoi,0
27025,bilogram,kimu kuvariyapur,hardoi,0
27026,bilogram,koilra,hardoi,0
27027,bilogram,kundarauli sadikpur,hardoi,0
27028,bilogram,kutuapur,hardoi,0
27029,bilogram,lalpur kanhari,hardoi,0
27030,bilogram,madara,hardoi,0
27031,bilogram,mitamitpur,hardoi,0
27032,bilogram,murauli gwaal,hardoi,0
27033,bilogram,myora,hardoi,0
27034,bilogram,nekpur hatimpur,hardoi,0
27035,bilogram,nurpur hathoda,hardoi,0
27036,bilogram,panyodi,hardoi,0
27037,bilogram,parachal rasulpur,hardoi,0
27038,bilogram,parauchi,hardoi,0
27039,bilogram,parsapur,hardoi,0
27040,bilogram,parsola,hardoi,0
27041,bilogram,pasaner,hardoi,0
27042,bilogram,pindari,hardoi,0
27043,bilogram,rahula,hardoi,0
27044,bilogram,rampur majiyaara,hardoi,0
27045,bilogram,ranena habib nagar,hardoi,0
27046,bilogram,rasulpur goa,hardoi,0
27047,bilogram,sadhiyapur,hardoi,0
27048,bilogram,sahora ramapur,hardoi,0
27049,bilogram,sakheda,hardoi,0
27050,bilogram,samajalpur,hardoi,0
27051,bilogram,shahpur,hardoi,0
27052,bilogram,sirichmau,hardoi,0
27053,bilogram,tarauli,hardoi,0
27054,bilogram,terava chadpur,hardoi,0
27055,bilogram,teria,hardoi,0
27059,hariyaavaan,alavalpur,hardoi,0
27060,hariyaavaan,aliyapur,hardoi,0
27076,hariyaavaan,hinguapur,hardoi,0
27077,hariyaavaan,jafarpur,hardoi,0
27079,hariyaavaan,kapurpurchaudhi,hardoi,0
27082,hariyaavaan,kaympur,hardoi,0
27089,hariyaavaan,manipur,hardoi,0
27091,hariyaavaan,mavaiya,hardoi,0
27103,hariyaavaan,saraiya,hardoi,0
27104,hariyaavaan,seva,hardoi,0
27113,hariyaavaan,vijagwaow,hardoi,0
27119,harpalpur,bamtapur nandabaag,hardoi,0
27122,harpalpur,barhuli,hardoi,0
27124,harpalpur,basi,hardoi,0
27135,harpalpur,dhakpura,hardoi,0
27145,harpalpur,karkachmau,hardoi,0
27152,harpalpur,mahdaayan khurd,hardoi,0
27153,harpalpur,mahuacoli,hardoi,0
27157,harpalpur,murchaa,hardoi,0
27160,harpalpur,nagariyakat,hardoi,0
27177,kachuna,baghauda,hardoi,0
27178,kachuna,balamau,hardoi,0
27179,kachuna,bann,hardoi,0
27180,kachuna,barauli,hardoi,0
27181,kachuna,barraa dhuman,hardoi,0
27182,kachuna,barwa sarsand,hardoi,0
27183,kachuna,bhanpur,hardoi,0
27184,kachuna,dinanagar,hardoi,0
27185,kachuna,gaju,hardoi,0
