block,gp,district,res_10_gp_id
fatahpur mandav,pindhara,baliya,6793
fatahpur mandav,rukunpura,baliya,6794
fatahpur mandav,sakarpura,baliya,6795
fatahpur mandav,simari rampur,baliya,6796
fatahpur mandav,vijalipur,baliya,6797
gaædawaar,amaderiya,baliya,6798
gaædawaar,araipur,baliya,6799
gaædawaar,araji mutavkhipur,baliya,6800
gaædawaar,asana,baliya,6801
gaædawaar,babhanauli,baliya,6802
gaædawaar,badanpura,baliya,6803
gaædawaar,bahadurpur,baliya,6804
gaædawaar,bahadurpurkari,baliya,6805
gaædawaar,baleji,baliya,6806
gaædawaar,baraband,baliya,6807
gaædawaar,bhaluhi,baliya,6808
gaædawaar,bheekhmpur,baliya,6809
gaædawaar,bisukiya,baliya,6810
gaædawaar,chandpur,baliya,6811
gaædawaar,chavari,baliya,6812
gaædawaar,chhatvaan,baliya,6813
gaædawaar,damodarpur,baliya,6814
gaædawaar,dehaloopur,baliya,6815
gaædawaar,dhanauti salem,baliya,6816
gaædawaar,dhanotidhura,baliya,6817
gaædawaar,ekuni,baliya,6818
gaædawaar,ekwari,baliya,6819
gaædawaar,gaædawaar,baliya,6820
gaædawaar,ghosuti,baliya,6821
gaædawaar,jagadishpur,baliya,6822
gaædawaar,janæoopur,baliya,6823
gaædawaar,jiganijignhara,baliya,6824
gaædawaar,jigni khaas,baliya,6825
gaædawaar,kachbachia kala,baliya,6826
gaædawaar,kanaula,baliya,6827
gaædawaar,kharhatar,baliya,6828
gaædawaar,khaædiyaa,baliya,6829
gaædawaar,kopvaan,baliya,6830
gaædawaar,kotwan,baliya,6831
gaædawaar,koædaraa,baliya,6832
gaædawaar,maniyar,baliya,6833
gaædawaar,mithvaar,baliya,6834
gaædawaar,naarainpur,baliya,6835
gaædawaar,narinpali,baliya,6836
gaædawaar,navada,baliya,6837
gaædawaar,nurpur,baliya,6838
gaædawaar,pachkhora,baliya,6839
gaædawaar,pakkaa kot,baliya,6840
gaædawaar,paædawaar,baliya,6841
gaædawaar,phe phna,baliya,6842
gaædawaar,piparakala,baliya,6843
gaædawaar,piparia,baliya,6844
gaædawaar,pranpur,baliya,6845
gaædawaar,raousingpur,baliya,6846
gaædawaar,ratasadkala,baliya,6847
gaædawaar,ratasædakhurd,baliya,6848
gaædawaar,sarayaan,baliya,6849
gaædawaar,savaroopur,baliya,6850
gaædawaar,shahpur,baliya,6851
gaædawaar,sheravaan kala,baliya,6852
gaædawaar,sihaanchavar khurd,baliya,6853
gaædawaar,sihaanchavarkala,baliya,6854
gaædawaar,sikatautee,baliya,6855
gaædawaar,singhpur,baliya,6856
gaædawaar,tapani,baliya,6857
gaædawaar,thummaa uttam,baliya,6858
gaædawaar,tikhaa,baliya,6859
gaædawaar,trikalpur,baliya,6860
ghosi,ahiroli,baliya,6861
ghosi,baasapaar bahorwa,baliya,6862
ghosi,bahorwa khurd,baliya,6863
ghosi,bahuta chakupaadhyaay,baliya,6864
ghosi,belthra bazaar,baliya,6865
ghosi,bhadauratachhapar,baliya,6866
ghosi,bhindalakhansiha,baliya,6867
ghosi,buddhipur,baliya,6868
ghosi,chakahabsapur,baliya,6869
ghosi,chandadih,baliya,6870
ghosi,chandiravalopur,baliya,6871
ghosi,charowon,baliya,6872
ghosi,chounpur gulaura,baliya,6873
ghosi,chowkiya,baliya,6874
ghosi,farhada urf puraa,baliya,6875
ghosi,haldirampur,baliya,6876
ghosi,ibrahimpattee,baliya,6877
ghosi,kakaraso,baliya,6878
ghosi,kandharapur,baliya,6879
ghosi,khorakhaas,baliya,6880
ghosi,khuta,baliya,6881
ghosi,kuchhara,baliya,6882
ghosi,kundelniamchali,baliya,6883
ghosi,kurraa tetara,baliya,6884
ghosi,kushaharsidpur,baliya,6885
ghosi,majhova,baliya,6886
ghosi,molnapur,baliya,6887
ghosi,patanari,baliya,6888
ghosi,patoi,baliya,6889
ghosi,paædasra nadauli tajpur,baliya,6890
ghosi,piparoli baædagaanv,baliya,6891
ghosi,rachauli,baliya,6892
ghosi,shahpur afga,baliya,6893
ghosi,siuri permaraja,baliya,6894
ghosi,sonadih,baliya,6895
ghosi,tangunia,baliya,6896
ghosi,telmajamaluddinpur,baliya,6897
ghosi,tendua,baliya,6898
ghosi,tiranai khijirpur,baliya,6899
ghosi,turtipar,baliya,6900
ghosi,ubhaav,baliya,6901
ghosi,udhran,baliya,6902
ghosi,vigah jameenvigah,baliya,6903
ghosi,viædhua,baliya,6904
hanumanganj,vuna,baliya,6955
maniyar,chakkidir sultanpur,baliya,6968
nagara,abbaspur,baliya,7018
nagara,bhimpura nan-2,baliya,7030
nagara,devædhayaa,baliya,7040
nagara,habsapur,baliya,7046
nagara,k saudanr,baliya,7053
ratanpura,adhisijhua,baliya,7210
ratanpura,akhop,baliya,7211
ratanpura,akhuni,baliya,7212
ratanpura,atarol chak milkaan,baliya,7213
ratanpura,avayau,baliya,7214
ratanpura,baheri,baliya,7215
ratanpura,balihaar,baliya,7216
ratanpura,banakara sauyadabukhara,baliya,7217
ratanpura,baujanathpur,baliya,7218
ratanpura,bauria,baliya,7219
ratanpura,baædasri,baliya,7220
ratanpura,bhikha chhapra,baliya,7221
ratanpura,bhindkund,baliya,7222
ratanpura,bhugaini,baliya,7223
ratanpura,bhuvari,baliya,7224
ratanpura,chakgiradhar,baliya,7225
ratanpura,chakiya,baliya,7226
ratanpura,chodpur,baliya,7227
ratanpura,choi chhapra,baliya,7228
ratanpura,dalpatpur,baliya,7229
ratanpura,dayaa chhapra,baliya,7230
ratanpura,doth,baliya,7231
ratanpura,durjanpur,baliya,7232
ratanpura,farsatar,baliya,7233
ratanpura,gangapore,baliya,7234
ratanpura,gonhia chhapra,baliya,7235
ratanpura,gopalpur,baliya,7236
ratanpura,govindpur,baliya,7237
ratanpura,govindpur duguli,baliya,7238
ratanpura,haripur,baliya,7239
ratanpura,jagadeva,baliya,7240
ratanpura,jajauli,baliya,7241
ratanpura,jameen sicend,baliya,7242
ratanpura,karmanpur,baliya,7243
ratanpura,keharpur,baliya,7244
ratanpura,khaædasra,baliya,7245
ratanpura,kiædoharapur,baliya,7246
ratanpura,kotwa,baliya,7247
ratanpura,kushahabrahaman,baliya,7248
ratanpura,lohata pachdaura,baliya,7249
ratanpura,maanagædha,baliya,7250
ratanpura,madhubani,baliya,7251
ratanpura,majhuwa,baliya,7252
ratanpura,malara,baliya,7253
ratanpura,mishrouli,baliya,7254
ratanpura,nauranga,baliya,7255
ratanpura,navkagaanv,baliya,7256
ratanpura,pachamaa,baliya,7257
ratanpura,palia vaas,baliya,7258
ratanpura,pandah,baliya,7259
ratanpura,pashuhaædi,baliya,7260
ratanpura,paædari,baliya,7261
ratanpura,raajpur,baliya,7262
ratanpura,samshuddinpur,baliya,7263
ratanpura,sarya dihubhagat,baliya,7264
ratanpura,sasna bahadurpur,baliya,7265
ratanpura,satuhaædi,baliya,7266
ratanpura,shahpur titiha,baliya,7267
ratanpura,shekhpur,baliya,7268
ratanpura,shivaal,baliya,7269
ratanpura,shri nagar,baliya,7270
ratanpura,shrikantpur urf narayanagædha,baliya,7271
ratanpura,sicendkala,baliya,7272
ratanpura,simari,baliya,7273
ratanpura,talibpur,baliya,7274
ratanpura,tegarhi,baliya,7275
ratanpura,vishunpura,baliya,7276
revati,haædahaan khurd,baliya,7291
balrampur,dhoweri,balrampur,7390
gadas bujurg,vuædahaar,balrampur,7500
haraiya satagharava,teædhava,balrampur,7678
tulsipur,loubaduva,balrampur,7926
badokhar khurd,soumara,banda,8138
badokhar khurd,tariwani,banda,8139
kamasin,iguva,banda,8239
mahua,paugamaburpur,banda,8328
tindwari,arsuda,banda,8422
tindwari,bada,banda,8425
tindwari,khorai,banda,8443
tindwari,soumari,banda,8466
banki,banavaa,barabanki,8543
banki,banki dehaat,barabanki,8544
banki,baædel,barabanki,8547
banki,fazullagunj,barabanki,8561
banki,jinhauli,barabanki,8570
banki,palhari,barabanki,8588
banki,pausar dehaat,barabanki,8591
banki,tenduari,barabanki,8602
dariyabad,ousergædha,barabanki,8645
devaan,jeliab naraspur,barabanki,8690
devaan,piæda,barabanki,8720
fatehpur,teædhava,barabanki,8822
haidaragædha,ahirgaanv,barabanki,8828
haidaragædha,alapur,barabanki,8829
haidaragædha,ansaari,barabanki,8830
haidaragædha,bamhrauli,barabanki,8831
haidaragædha,baædanapur,barabanki,8832
haidaragædha,behata,barabanki,8833
haidaragædha,bhatgavaan,barabanki,8834
haidaragædha,bhikhraa,barabanki,8835
haidaragædha,bhitaura,barabanki,8836
haidaragædha,bijapur,barabanki,8837
haidaragædha,camela,barabanki,8838
haidaragædha,chakora,barabanki,8839
haidaragædha,chiryya,barabanki,8840
haidaragædha,choubisi,barabanki,8841
haidaragædha,dadoopur,barabanki,8842
haidaragædha,datauli chanda,barabanki,8843
haidaragædha,dharkuia,barabanki,8844
haidaragædha,garaavaan,barabanki,8845
haidaragædha,gaura,barabanki,8846
haidaragædha,gosiamu,barabanki,8847
haidaragædha,gosoopur,barabanki,8848
haidaragædha,gotuna,barabanki,8849
haidaragædha,harchandpur,barabanki,8850
haidaragædha,harpalpur,barabanki,8851
haidaragædha,islampur,barabanki,8852
haidaragædha,jacepur,barabanki,8853
haidaragædha,jameen husaunabad,barabanki,8854
haidaragædha,jarmau,barabanki,8855
haidaragædha,kanava,barabanki,8856
haidaragædha,khanpur,barabanki,8857
haidaragædha,kharsatiya,barabanki,8858
haidaragædha,kolva,barabanki,8859
haidaragædha,kuædawa,barabanki,8860
haidaragædha,magova,barabanki,8861
haidaragædha,marui,barabanki,8862
haidaragædha,mo0 poor,barabanki,8863
haidaragædha,muhiuddin saraayam,barabanki,8864
haidaragædha,mustafabad,barabanki,8865
haidaragædha,nepura,barabanki,8866
haidaragædha,neroli,barabanki,8867
haidaragædha,palia,barabanki,8868
haidaragædha,peshruva,barabanki,8869
haidaragædha,ranapur,barabanki,8870
haidaragædha,ranipur,barabanki,8871
haidaragædha,rauli,barabanki,8872
haidaragædha,rithi sikandarpur,barabanki,8873
haidaragædha,rohna mirapur,barabanki,8874
haidaragædha,ruknuddinpur,barabanki,8875
haidaragædha,salpur,barabanki,8876
haidaragædha,sansara,barabanki,8877
haidaragædha,saraayam gopi,barabanki,8878
haidaragædha,saraayam ravat,barabanki,8879
haidaragædha,satarahi,barabanki,8880
haidaragædha,saædawa,barabanki,8881
haidaragædha,sharifabad,barabanki,8882
haidaragædha,shukulpur,barabanki,8883
haidaragædha,sidhiyaavaan,barabanki,8884
haidaragædha,thalwaara,barabanki,8885
haidaragædha,tikarhuva,barabanki,8886
haidaragædha,umrwal kirsiyaa,barabanki,8887
haidaragædha,vaara,barabanki,8888
haidaragædha,vaharaamu,barabanki,8889
haidaragædha,varawaan,barabanki,8890
harakh,pdara,barabanki,8935
nindura,devra,barabanki,9023
puuredlai,saraayam barai,barabanki,9114
ramnagar,daædayamau,barabanki,9149
ramnagar,gagiyapur,barabanki,9151
ramnagar,mædana,barabanki,9170
ramnagar,puure kinhauli,barabanki,9176
siddhaur,deædhayaa,barabanki,9214
siddhaur,tædawa,barabanki,9266
suratganj,suædhayamau,barabanki,9398
suratganj,utaraawaan,barabanki,9403
alampur jafarabad,kalliyaan,bareli,9501
alampur jafarabad,kurdha,bareli,9510
bhadpura,panavædaya paratitpur,bareli,9690
bhojipura,milakaimamganj,bareli,9742
bhuta,maukapur kalam,bareli,9811
bhuta,vevalvarkatpur,bareli,9841
bhuta,wiloa,bareli,9843
faridpur,gandhinagar urf jed,bareli,9921
mirganj,nausena,bareli,10181
nawabganj,likheæda,bareli,10242
shergarh,dhaneli,bareli,10352
shergarh,vyaundha,bareli,10407
vithrichunpur,chaavæda,bareli,10423
vithrichunpur,ganga,bareli,10429
vithrichunpur,gulædayarajakulanishaan,bareli,10431
bahadurpur,bhauvapar,basti,10482
bahadurpur,bhoyar choube,basti,10486
bahadurpur,koædar,basti,10510
bahadurpur,lauvaæda,basti,10515
bahadurpur,mustafabad,basti,10519
bahadurpur,sisavaari badan singh,basti,10542
banakati,kathawaliya,basti,10585
banakati,sinduria,basti,10621
basti sadar,belagædi,basti,10637
basti sadar,bhunsahia,basti,10643
basti sadar,mædawanagar,basti,10687
bikramjot,meædhaae,basti,10755
bikramjot,pavæda,basti,10762
bikramjot,pipari sangram,basti,10764
captainganj,badyoda,basti,10782
captainganj,basantpur,basti,10785
captainganj,khaupokhar,basti,10804
captainganj,mechauwa,basti,10816
dubuliya,arajiduhi dharmpur ehtamali,basti,10841
dubuliya,ekdengava,basti,10855
dubuliya,gulouri bujurg,basti,10857
dubuliya,jogahata,basti,10860
dubuliya,mahuadaæda,basti,10865
dubuliya,marauti pande,basti,10867
dubuliya,raiyal,basti,10875
dubuliya,vauragal,basti,10894
gaur,agaya bujurg,basti,10896
gaur,baghauæda,basti,10904
gaur,baædhayaa,basti,10910
gaur,vishunapara,basti,10988
harraiya,basgaanv,basti,10994
kudaraha,amarouna,basti,11070
kudaraha,jimiov,basti,11095
kudaraha,kædaja ajamatpur,basti,11100
kudaraha,tenua,basti,11125
kudaraha,thathora,basti,11127
parsarampur,basevaraay,basti,11144
parsarampur,dukheædi,basti,11161
parsarampur,gannipur,basti,11162
ramnagar,tædothi,basti,11288
ruchauli,bahadurpur,basti,11295
ruchauli,banakatiyaa,basti,11297
ruchauli,dharampurva,basti,11311
ruchauli,ganvariyaa khurd,basti,11314
ruchauli,gidhaar,basti,11315
ruchauli,mishrauliya bhauya,basti,11333
ruchauli,muædiyaar,basti,11336
ruchauli,puraina,basti,11346
ruchauli,ruchauli kalam,basti,11351
ruchauli,tharoli,basti,11356
ruchauli,tighara,basti,11357
saltua gopalpur,amanrainpur,basti,11363
saltua gopalpur,bhasauvakhurd,basti,11373
saltua gopalpur,paædariya chetsingh,basti,11413
saltua gopalpur,suhi,basti,11431
saurghat,haædaya,basti,11463
saurghat,malikpurava,basti,11485
saurghat,paædayakhs,basti,11499
afjalgarh,harpur,bijanour,11625
alhepur dhampur,kauædipura,bijanour,11700
haldaur,jeetpura,bijanour,11785
kiratpur,nandpur,bijanour,11970
kiratpur,seenkari,bijanour,11985
mau0poor devamal,dharmanagari,bijanour,12127
nazibabad,bhadaula,bijanour,12214
nazibabad,dhanora,bijanour,12222
nazibabad,jaspur,bijanour,12241
nazibabad,sikandarpur basii,bijanour,12297
nurpur,ajampur urf ratanagædha,bijanour,12306
nurpur,ber,bijanour,12317
nurpur,fai japur,bijanour,12329
syohara,kheædijet,bijanour,12435
agauta,khaædi bodara,bulandshahr,12497
agauta,kædakuæda,bulandshahr,12499
arniyaan,daanvar,bulandshahr,12594
bi.bi.nagar,bounipur,bulandshahr,12650
bulandashahar,rickshawæda,bulandshahr,12732
danpur,iddavari,bulandshahr,12763
danpur,khuraroopur,bulandshahr,12774
danpur,vador,bulandshahr,12798
dibai,vajhuda,bulandshahr,12849
gulaavati,ustara,bulandshahr,12885
khurja,asafpura,bulandshahr,12947
khurja,dhakar,bulandshahr,12961
shikarpur,mu0 dadua,bulandshahr,13165
shikarpur,revaaæda,bulandshahr,13175
unchaagaanv,gesoopur,bulandshahr,13317
barahani,bhadakhri,chandauli,13362
barahani,sidhana,chandauli,13412
chahaniyaan,kaanvar,chandauli,13441
chahaniyaan,mehædora,chandauli,13459
chakiya,bhavapur,chandauli,13511
chakiya,biasæda,chandauli,13513
chakiya,gaædhava semaur,chandauli,13529
chakiya,hinauti uttari,chandauli,13534
chakiya,kodochak,chandauli,13542
chandauli,sudaanv,chandauli,13643
chandauli,tædaya,chandauli,13644
naugarh,gaædhava,chandauli,13732
niyamtabad,ku nda kala,chandauli,13785
niyamtabad,mædhayaa,chandauli,13798
sakaldiha,deædhaval,chandauli,13843
sakaldiha,tædaya,chandauli,13906
shahabganj,raamashaala,chandauli,13948
shahabganj,saurayaan,chandauli,13954
shahabganj,vaædora,chandauli,13969
amethi,agar,chhatrapati shahuji maharajanagar,13972
amethi,benipur,chhatrapati shahuji maharajanagar,13973
amethi,bhaganpur,chhatrapati shahuji maharajanagar,13974
amethi,bhusahari,chhatrapati shahuji maharajanagar,13975
amethi,chaturbhujpur,chhatrapati shahuji maharajanagar,13976
amethi,darkha,chhatrapati shahuji maharajanagar,13977
amethi,debpasaar,chhatrapati shahuji maharajanagar,13978
amethi,dehra,chhatrapati shahuji maharajanagar,13979
amethi,gaderi,chhatrapati shahuji maharajanagar,13980
amethi,gangauli,chhatrapati shahuji maharajanagar,13981
amethi,ghaghughaar,chhatrapati shahuji maharajanagar,13982
amethi,hathkila,chhatrapati shahuji maharajanagar,13983
amethi,himmatagædha,chhatrapati shahuji maharajanagar,13984
amethi,jangalramnagar,chhatrapati shahuji maharajanagar,13985
amethi,kakwa,chhatrapati shahuji maharajanagar,13986
amethi,katramahraani,chhatrapati shahuji maharajanagar,13987
amethi,katraphulkuvanr,chhatrapati shahuji maharajanagar,13988
amethi,kherona,chhatrapati shahuji maharajanagar,13989
amethi,koharaa,chhatrapati shahuji maharajanagar,13990
amethi,korarigiradharshah,chhatrapati shahuji maharajanagar,13991
amethi,kushitali,chhatrapati shahuji maharajanagar,13992
amethi,loharta,chhatrapati shahuji maharajanagar,13993
amethi,loniapur,chhatrapati shahuji maharajanagar,13994
amethi,mahamadpur,chhatrapati shahuji maharajanagar,13995
amethi,mahamudpur,chhatrapati shahuji maharajanagar,13996
amethi,mahaso,chhatrapati shahuji maharajanagar,13997
amethi,mahraajpur,chhatrapati shahuji maharajanagar,13998
amethi,mochava,chhatrapati shahuji maharajanagar,13999
amethi,naraini,chhatrapati shahuji maharajanagar,14000
amethi,naunhavartalee,chhatrapati shahuji maharajanagar,14001
amethi,nuvava,chhatrapati shahuji maharajanagar,14002
amethi,parasanva,chhatrapati shahuji maharajanagar,14003
amethi,purabgaanv,chhatrapati shahuji maharajanagar,14004
amethi,raidaipur,chhatrapati shahuji maharajanagar,14005
amethi,raipur phulwari,chhatrapati shahuji maharajanagar,14006
amethi,ramdipur,chhatrapati shahuji maharajanagar,14007
amethi,ramgædha,chhatrapati shahuji maharajanagar,14008
amethi,rebha,chhatrapati shahuji maharajanagar,14009
amethi,saraikhema,chhatrapati shahuji maharajanagar,14010
amethi,saraiyaduban,chhatrapati shahuji maharajanagar,14011
amethi,saudpur,chhatrapati shahuji maharajanagar,14012
amethi,taala,chhatrapati shahuji maharajanagar,14013
amethi,trilok poor,chhatrapati shahuji maharajanagar,14014
amethi,umapurganapattee,chhatrapati shahuji maharajanagar,14015
bahadurpur,baghel,chhatrapati shahuji maharajanagar,14016
bahadurpur,bahadurpur,chhatrapati shahuji maharajanagar,14017
bahadurpur,behata murtaja,chhatrapati shahuji maharajanagar,14018
bahadurpur,bhadainya mahamudpur,chhatrapati shahuji maharajanagar,14019
bahadurpur,bojhi bhuulaamau,chhatrapati shahuji maharajanagar,14020
bahadurpur,brahamni,chhatrapati shahuji maharajanagar,14021
bahadurpur,faridpur paravar,chhatrapati shahuji maharajanagar,14022
bahadurpur,fatehpur mavaiya,chhatrapati shahuji maharajanagar,14023
bahadurpur,jamalpur rampur,chhatrapati shahuji maharajanagar,14024
bahadurpur,kasimpur,chhatrapati shahuji maharajanagar,14025
bahadurpur,ke saria salimpur,chhatrapati shahuji maharajanagar,14026
bahadurpur,khalispur,chhatrapati shahuji maharajanagar,14027
bahadurpur,kharauli,chhatrapati shahuji maharajanagar,14028
bahadurpur,khorahana,chhatrapati shahuji maharajanagar,14029
bahadurpur,kishunpur kewai,chhatrapati shahuji maharajanagar,14030
bahadurpur,kotarwarmau,chhatrapati shahuji maharajanagar,14031
bahadurpur,mawai alampur,chhatrapati shahuji maharajanagar,14032
bahadurpur,mohaia kesaria,chhatrapati shahuji maharajanagar,14033
bahadurpur,mohana,chhatrapati shahuji maharajanagar,14034
bahadurpur,mubarakapur mukhetiya,chhatrapati shahuji maharajanagar,14035
bahadurpur,nawamba,chhatrapati shahuji maharajanagar,14036
bahadurpur,nigoha,chhatrapati shahuji maharajanagar,14037
bahadurpur,odaari,chhatrapati shahuji maharajanagar,14038
bahadurpur,peedhee,chhatrapati shahuji maharajanagar,14039
bahadurpur,puurevaderoy,chhatrapati shahuji maharajanagar,14040
bahadurpur,sarai mahesha,chhatrapati shahuji maharajanagar,14041
bahadurpur,sarwan,chhatrapati shahuji maharajanagar,14042
bahadurpur,saumbasi,chhatrapati shahuji maharajanagar,14043
bahadurpur,tendua,chhatrapati shahuji maharajanagar,14044
bahadurpur,udwa,chhatrapati shahuji maharajanagar,14045
bazaar shukla,ahmadpur,chhatrapati shahuji maharajanagar,14046
bazaar shukla,ashighpur,chhatrapati shahuji maharajanagar,14047
bazaar shukla,badalgarh,chhatrapati shahuji maharajanagar,14048
bazaar shukla,baharpur,chhatrapati shahuji maharajanagar,14049
bazaar shukla,balapur,chhatrapati shahuji maharajanagar,14050
bazaar shukla,barsanda,chhatrapati shahuji maharajanagar,14051
bazaar shukla,birahim bazgædha,chhatrapati shahuji maharajanagar,14052
bazaar shukla,buboopur,chhatrapati shahuji maharajanagar,14053
bazaar shukla,byoremau,chhatrapati shahuji maharajanagar,14054
bazaar shukla,dakkhingaanv kyaar,chhatrapati shahuji maharajanagar,14055
bazaar shukla,daranagar,chhatrapati shahuji maharajanagar,14056
bazaar shukla,fundanpur,chhatrapati shahuji maharajanagar,14057
bazaar shukla,gayaspur,chhatrapati shahuji maharajanagar,14058
bazaar shukla,harkhumu,chhatrapati shahuji maharajanagar,14059
bazaar shukla,hasanpur tiwari,chhatrapati shahuji maharajanagar,14060
bazaar shukla,husonpur,chhatrapati shahuji maharajanagar,14061
bazaar shukla,ikkatajpur,chhatrapati shahuji maharajanagar,14062
bazaar shukla,indariyaa,chhatrapati shahuji maharajanagar,14063
bazaar shukla,kajipur,chhatrapati shahuji maharajanagar,14064
bazaar shukla,khalisbaharpur,chhatrapati shahuji maharajanagar,14065
bazaar shukla,khemmau,chhatrapati shahuji maharajanagar,14066
bazaar shukla,kishni,chhatrapati shahuji maharajanagar,14067
bazaar shukla,macedompurkala,chhatrapati shahuji maharajanagar,14068
bazaar shukla,madva,chhatrapati shahuji maharajanagar,14069
bazaar shukla,mahonapaschim,chhatrapati shahuji maharajanagar,14070
bazaar shukla,maradaanpur,chhatrapati shahuji maharajanagar,14071
bazaar shukla,mawauya rahamatgarh,chhatrapati shahuji maharajanagar,14072
bazaar shukla,mohanapurab,chhatrapati shahuji maharajanagar,14073
bazaar shukla,mohiddinpur,chhatrapati shahuji maharajanagar,14074
bazaar shukla,mossgov,chhatrapati shahuji maharajanagar,14075
bazaar shukla,nevajamdargarh,chhatrapati shahuji maharajanagar,14076
bazaar shukla,nihalgarh saudapattee,chhatrapati shahuji maharajanagar,14077
bazaar shukla,nodi,chhatrapati shahuji maharajanagar,14078
bazaar shukla,paali,chhatrapati shahuji maharajanagar,14079
bazaar shukla,paara,chhatrapati shahuji maharajanagar,14080
bazaar shukla,rasulpur,chhatrapati shahuji maharajanagar,14081
bazaar shukla,sansarpur,chhatrapati shahuji maharajanagar,14082
bazaar shukla,satthin,chhatrapati shahuji maharajanagar,14083
bazaar shukla,sauna,chhatrapati shahuji maharajanagar,14084
bazaar shukla,severa,chhatrapati shahuji maharajanagar,14085
bazaar shukla,shivali,chhatrapati shahuji maharajanagar,14086
bazaar shukla,tendua,chhatrapati shahuji maharajanagar,14087
bazaar shukla,ureramu,chhatrapati shahuji maharajanagar,14088
bazaar shukla,uu chagaanv,chhatrapati shahuji maharajanagar,14089
bazaar shukla,vishmbhar pattee,chhatrapati shahuji maharajanagar,14090
bhadar,agressor,chhatrapati shahuji maharajanagar,14091
bhadar,alampur,chhatrapati shahuji maharajanagar,14092
bhadar,amtahi,chhatrapati shahuji maharajanagar,14093
bhadar,balipur duhia,chhatrapati shahuji maharajanagar,14094
bhadar,bhadaav,chhatrapati shahuji maharajanagar,14095
