block,gp,district,res_10_gp_id
tadianvaan,karaavaan,hardoi,25620
tadianvaan,karanpur,hardoi,25621
tadianvaan,karehaka chaugavaan,hardoi,25622
tadianvaan,karsuagrant,hardoi,25623
tadianvaan,karvaa,hardoi,25624
tadianvaan,kashipur,hardoi,25625
tadianvaan,katari bichhuiyaa,hardoi,25626
tadianvaan,katari chhibramau,hardoi,25627
tadianvaan,katari parsola,hardoi,25628
tadianvaan,kathma,hardoi,25629
tadianvaan,katiamu,hardoi,25630
tadianvaan,katiyaa bhikharipur,hardoi,25631
tadianvaan,kauædha,hardoi,25632
tadianvaan,keharmau,hardoi,25633
tadianvaan,khajohana,hardoi,25634
tadianvaan,khanderiya,hardoi,25635
tadianvaan,khanderiya khanjanpur,hardoi,25636
tadianvaan,khanigaavaan khurd,hardoi,25637
tadianvaan,khanoopur,hardoi,25638
tadianvaan,khemipur,hardoi,25639
tadianvaan,kherava,hardoi,25640
tadianvaan,khurdaamdarpur,hardoi,25642
tadianvaan,kilkili,hardoi,25643
tadianvaan,kimu ku variyapur,hardoi,25644
tadianvaan,kodera saraiyaan,hardoi,25645
tadianvaan,koilra,hardoi,25646
tadianvaan,kokatmau,hardoi,25647
tadianvaan,kothva,hardoi,25648
tadianvaan,kukuhi,hardoi,25651
tadianvaan,kulmin kheæda,hardoi,25652
tadianvaan,kunchi kheda,hardoi,25653
tadianvaan,kundarauli sadikpur,hardoi,25654
tadianvaan,kunwarpur,hardoi,25655
tadianvaan,kursi,hardoi,25656
tadianvaan,kursth bujurg dehaat,hardoi,25657
tadianvaan,kursth khurd dehaat,hardoi,25658
tadianvaan,kusuma,hardoi,25659
tadianvaan,kuthila saraiya,hardoi,25660
tadianvaan,kutuapur,hardoi,25661
tadianvaan,kutuvapur,hardoi,25662
tadianvaan,kyoti khwajgipur,hardoi,25663
tadianvaan,lalpur kanhari,hardoi,25666
tadianvaan,lona kandharapur,hardoi,25668
tadianvaan,lonar,hardoi,25669
tadianvaan,lonehara,hardoi,25670
tadianvaan,loni,hardoi,25671
tadianvaan,maaungaanv,hardoi,25672
tadianvaan,magaraha,hardoi,25673
tadianvaan,magiyaavaan,hardoi,25674
tadianvaan,mahamudpur,hardoi,25676
tadianvaan,maharepur,hardoi,25677
tadianvaan,mahari,hardoi,25678
tadianvaan,mahmuddhatigæda,hardoi,25679
tadianvaan,maholiya shivpar,hardoi,25680
tadianvaan,majhareta,hardoi,25681
tadianvaan,majhila,hardoi,25682
tadianvaan,majigavaan,hardoi,25683
tadianvaan,majiya jafarpur,hardoi,25684
tadianvaan,malhpur,hardoi,25685
tadianvaan,mamarejpur,hardoi,25686
tadianvaan,mangalipur,hardoi,25687
tadianvaan,manikapur bamiyaari,hardoi,25688
tadianvaan,manpur,hardoi,25689
tadianvaan,mansurpur tigaavaan,hardoi,25690
tadianvaan,matiamu,hardoi,25691
tadianvaan,mehdipur,hardoi,25692
tadianvaan,miapur,hardoi,25693
tadianvaan,mirkapur,hardoi,25694
tadianvaan,mishripur,hardoi,25695
tadianvaan,mithnapur,hardoi,25696
tadianvaan,mohabbatpur,hardoi,25697
tadianvaan,mujahidpur,hardoi,25698
tadianvaan,munda miragavaan,hardoi,25699
tadianvaan,murauli gwaal,hardoi,25700
tadianvaan,musalamanabad,hardoi,25701
tadianvaan,musepur,hardoi,25702
tadianvaan,mustafabad,hardoi,25703
tadianvaan,muthia,hardoi,25704
tadianvaan,muædaya kheæda,hardoi,25705
tadianvaan,myora,hardoi,25706
tadianvaan,nagala ganesh,hardoi,25707
tadianvaan,nagala khanpur,hardoi,25708
tadianvaan,nagala lothu,hardoi,25709
tadianvaan,nagariyaa,hardoi,25710
tadianvaan,nagava,hardoi,25711
tadianvaan,naglakallu,hardoi,25712
tadianvaan,narhyrr,hardoi,25716
tadianvaan,narsiamu,hardoi,25717
tadianvaan,nasyoli daamer,hardoi,25718
tadianvaan,nasyoli gopal,hardoi,25719
tadianvaan,naumalikpur,hardoi,25720
tadianvaan,navipur,hardoi,25721
tadianvaan,nayagaav,hardoi,25722
tadianvaan,nayagaav habibpur,hardoi,25723
tadianvaan,nekpur hatimpur,hardoi,25724
tadianvaan,nevada chathiya,hardoi,25725
tadianvaan,nevada chaugavaan,hardoi,25726
tadianvaan,nevada lochan,hardoi,25727
tadianvaan,nijaampur,hardoi,25730
tadianvaan,nirmalpur,hardoi,25731
tadianvaan,nyoli saraiya,hardoi,25732
tadianvaan,oonchagaanv,hardoi,25734
tadianvaan,ouædairy,hardoi,25735
tadianvaan,paara,hardoi,25737
tadianvaan,pachakoharaa,hardoi,25739
tadianvaan,pakari,hardoi,25740
tadianvaan,palia koilha,hardoi,25741
tadianvaan,palia risingh,hardoi,25742
tadianvaan,paliyadev salempur,hardoi,25743
tadianvaan,panyoraa vallia,hardoi,25744
tadianvaan,parachal rasulpur,hardoi,25745
tadianvaan,parankha,hardoi,25746
tadianvaan,parasai,hardoi,25747
tadianvaan,parauchi,hardoi,25749
tadianvaan,parelli,hardoi,25750
tadianvaan,parsapur,hardoi,25751
tadianvaan,parsola,hardoi,25752
tadianvaan,pasaner,hardoi,25753
tadianvaan,pataseni dehaat,hardoi,25754
tadianvaan,paædaraa lakhanpur,hardoi,25755
tadianvaan,peædahatha,hardoi,25756
tadianvaan,phoolbehata,hardoi,25757
tadianvaan,phulai,hardoi,25759
tadianvaan,pilaa mahua,hardoi,25760
tadianvaan,pindari,hardoi,25761
tadianvaan,piparawaan,hardoi,25762
tadianvaan,pipari,hardoi,25763
tadianvaan,pirkapur,hardoi,25764
tadianvaan,piædhayaa,hardoi,25765
tadianvaan,purava,hardoi,25767
tadianvaan,purava bajirao,hardoi,25768
tadianvaan,puravaapiparia,hardoi,25770
tadianvaan,puravaavaan,hardoi,25771
tadianvaan,pururi,hardoi,25772
tadianvaan,puuranmau nekpur,hardoi,25773
tadianvaan,raara,hardoi,25774
tadianvaan,radhupur,hardoi,25775
tadianvaan,rahula,hardoi,25776
tadianvaan,raigavaan,hardoi,25777
tadianvaan,raipur garoa,hardoi,25778
tadianvaan,raipur gulriha,hardoi,25779
tadianvaan,ramapur raholiya,hardoi,25780
tadianvaan,rampur chhiya,hardoi,25782
tadianvaan,rampur hamaja,hardoi,25783
tadianvaan,rampur hriday,hardoi,25784
tadianvaan,rampur majiyaara,hardoi,25785
tadianvaan,rampur somvanshi,hardoi,25786
tadianvaan,ranena habib nagar,hardoi,25787
tadianvaan,rebhamuradpur,hardoi,25789
tadianvaan,roshanpur,hardoi,25790
tadianvaan,rudaamau,hardoi,25791
tadianvaan,ruiya,hardoi,25792
tadianvaan,ruknapur,hardoi,25793
tadianvaan,sadarpur,hardoi,25794
tadianvaan,sahadat nagar,hardoi,25796
tadianvaan,saharua,hardoi,25797
tadianvaan,sahora ramapur,hardoi,25798
tadianvaan,sakaahaa,hardoi,25799
tadianvaan,sakara,hardoi,25800
tadianvaan,sakarauli,hardoi,25801
tadianvaan,sakatpur,hardoi,25802
tadianvaan,sakheæda,hardoi,25803
tadianvaan,salempur raay,hardoi,25806
tadianvaan,samaspur,hardoi,25807
tadianvaan,sarai sultan,hardoi,25810
tadianvaan,sarairanak,hardoi,25811
tadianvaan,saudpur,hardoi,25813
tadianvaan,sauhaar,hardoi,25814
tadianvaan,saædhayapur,hardoi,25816
tadianvaan,sedha,hardoi,25817
tadianvaan,selapur,hardoi,25818
tadianvaan,semrawaan,hardoi,25819
tadianvaan,seuædhai,hardoi,25820
tadianvaan,shahabaad dehaat,hardoi,25821
tadianvaan,shahabda,hardoi,25822
tadianvaan,shahabudadinpur,hardoi,25823
tadianvaan,shahpur,hardoi,25824
tadianvaan,shahpur basudev,hardoi,25825
tadianvaan,shahpur ganga,hardoi,25826
tadianvaan,shahpur naao,hardoi,25827
tadianvaan,shahpur pavaar,hardoi,25828
tadianvaan,shankarpur,hardoi,25829
tadianvaan,sharma fattepur,hardoi,25830
tadianvaan,shekhanpur,hardoi,25831
tadianvaan,shekhpur saria,hardoi,25832
tadianvaan,sher bahadurpur,hardoi,25833
tadianvaan,shiroman nagar,hardoi,25834
tadianvaan,shuklapur bhagat,hardoi,25836
tadianvaan,shyampur,hardoi,25837
tadianvaan,sigulapur,hardoi,25838
tadianvaan,sikandarpur bazaar,hardoi,25840
tadianvaan,sikandarpur narkatara,hardoi,25842
tadianvaan,sirichmau,hardoi,25844
tadianvaan,suapur kajipur,hardoi,25845
tadianvaan,suheædi,hardoi,25846
tadianvaan,sultanpur kot,hardoi,25847
tadianvaan,sumerpur,hardoi,25848
tadianvaan,sunni,hardoi,25849
tadianvaan,surajipur,hardoi,25850
tadianvaan,suthena,hardoi,25851
tadianvaan,tader,hardoi,25852
tadianvaan,tatyoraa,hardoi,25855
tadianvaan,tejipur,hardoi,25856
tadianvaan,tendua,hardoi,25857
tadianvaan,terava chandpur,hardoi,25858
tadianvaan,terava dahigavaan,hardoi,25859
tadianvaan,terava kulli,hardoi,25860
tadianvaan,teria bhavanipur,hardoi,25862
tadianvaan,thaan gaanv,hardoi,25863
tadianvaan,thathiya narinmau,hardoi,25864
tadianvaan,tikaari,hardoi,25866
tadianvaan,toderpur,hardoi,25867
tadianvaan,tumurki,hardoi,25868
tadianvaan,tyona,hardoi,25869
tadianvaan,tyori matua,hardoi,25870
tadianvaan,tyur chaugavaan,hardoi,25871
tadianvaan,ugpur,hardoi,25872
tadianvaan,umaraari,hardoi,25873
tadianvaan,umarauli,hardoi,25874
tadianvaan,utar kaiiyaan,hardoi,25876
tadianvaan,vasitnagar,hardoi,25877
tadianvaan,vihagavaan,hardoi,25878
tadianvaan,wiloni sahadin,hardoi,25879
tadianvaan,ædhaædhani saraiya,hardoi,25880
hasayan,baædi,hathras,25891
hasayan,na0 miow pa0devari,hathras,25924
hasayan,na0 pattee devari,hathras,25925
hasayan,paura,hathras,25931
hathras,vergov,hathras,26015
mursaan,farsuti,hathras,26031
mursaan,gozia,hathras,26035
mursaan,na0 babu,hathras,26064
mursaan,sounpur,hathras,26079
saasni,bidhupur,hathras,26101
saasni,haædoli,hathras,26119
saasni,jarauli,hathras,26123
saasni,lauharra,hathras,26130
saasni,tauæda,hathras,26163
sadabad,mædani,hathras,26202
sahapau,sedariyaa,hathras,26256
sikandararau,bargavow,hathras,26273
basrehar,kelaamau,itawa,26337
basrehar,munj,itawa,26348
bharthna,sephi,itawa,26470
bharthna,umraseæda,itawa,26475
chakar nagar,perthra,itawa,26505
maheva,maheva,itawa,26612
saufai,atirajpur,itawa,26652
saufai,banaamai,itawa,26653
saufai,baraulighurd,itawa,26654
saufai,baraulikala,itawa,26655
saufai,barraa,itawa,26656
saufai,baurine,itawa,26657
saufai,bhadeikashipur,itawa,26658
saufai,bhalasoya,itawa,26659
saufai,boudpura,itawa,26660
saufai,chakupur,itawa,26661
saufai,chhimaara,itawa,26662
saufai,chhitauni,itawa,26663
saufai,choubepur,itawa,26664
saufai,ginja,itawa,26665
saufai,hardoirr,itawa,26666
saufai,henvara,itawa,26667
saufai,jafarpur,itawa,26668
saufai,jhingoopur,itawa,26669
saufai,kathua,itawa,26670
saufai,kharduli,itawa,26671
saufai,kuia,itawa,26672
saufai,kumhaavar,itawa,26673
saufai,lahawai,itawa,26674
saufai,larakhor,itawa,26675
saufai,latoopur,itawa,26676
saufai,madhuyapur,itawa,26677
saufai,manigaanv,itawa,26678
saufai,nagala aniya,itawa,26679
saufai,nagalasubhan,itawa,26680
saufai,narhauli bhidrua,itawa,26681
saufai,nayakpur,itawa,26682
saufai,parasana,itawa,26683
saufai,phulapur,itawa,26684
saufai,pidari,itawa,26685
saufai,ramet,itawa,26686
saufai,ranuan,itawa,26687
saufai,sahasarpur,itawa,26688
saufai,saufai,itawa,26689
saufai,shivpuri timrua,itawa,26690
saufai,tulsipur,itawa,26691
saufai,uziyaani,itawa,26692
saufai,viroli boudpura,itawa,26693
saufai,viyaari bhatpura,itawa,26694
takha,koa,itawa,26710
takha,kuhanta,itawa,26712
dakor,vinorapur,jalon,26805
kadaura,chuk,jalon,26885
kadaura,hosa,jalon,26891
kochan,bhadaari,jalon,26942
kochan,bhaædaari,jalon,26945
kochan,vijuvaha ata,jalon,26995
madhugarh,viria,jalon,27119
maheva,kiratpur,jalon,27146
maheva,maheva,jalon,27152
nadigaanv,ddiria,jalon,27192
rampura,bilauææda,jalon,27257
rampura,dduna,jalon,27259
babina,baædora,jhaansi,27305
babina,mathurapura,jhaansi,27324
babina,paleenda,jhaansi,27326
badagaanv,babaltanda,jhaansi,27346
bamaur,tharro,jhaansi,27441
bangra,bauæda,jhaansi,27449
bangra,buæædawli,jhaansi,27455
bangra,chauæda,jhaansi,27457
bangra,nota,jhaansi,27477
bangra,vijaygædha,jhaansi,27495
gursarai,lauædi,jhaansi,27587
mauranipur,mædawa,jhaansi,27653
moth,baæderaa,jhaansi,27679
moth,lædowra,jhaansi,27707
badlapur,baædairy,jonpur,27741
baksha,saædairy,jonpur,27887
barasthi,banakat,jonpur,27901
barasthi,banakat kaati,jonpur,27902
barasthi,barethi,jonpur,27904
barasthi,gopalpur,jonpur,27931
barasthi,gopalpur gohaka,jonpur,27932
dharmapur,mandivir urf pachhatiya,jonpur,27995
dobhi,mædhee,jonpur,28062
keracat,behæda,jonpur,28230
madiahoo,baædairy,jonpur,28447
madiahoo,dasharathpur,jonpur,28457
mahrajganj,bhatauli,jonpur,28545
mahrajganj,siæda,jonpur,28590
mugharabadshahpur,aswaan,jonpur,28648
mugharabadshahpur,hyderepur,jonpur,28670
ramnagar,duædi,jonpur,28734
ramnagar,kasiyaanw,jonpur,28753
rampur,mædhee,jonpur,28841
shahganj sodhi,uædali,jonpur,28965
sikaraara,õfarospur pratham,jonpur,29032
sirconi,dalpatpattee,jonpur,29043
suitha kala,guædavædi,jonpur,29111
suitha kala,virally,jonpur,29154
amroha,abjabad,jyotibaphule nagar,29243
amroha,adalpur samdu,jyotibaphule nagar,29244
amroha,ahroi,jyotibaphule nagar,29245
amroha,akbarpur pattee,jyotibaphule nagar,29246
amroha,alampur kainch,jyotibaphule nagar,29247
amroha,alhedadpur kalam,jyotibaphule nagar,29248
amroha,alipur kalam,jyotibaphule nagar,29249
amroha,aparaula maybaag,jyotibaphule nagar,29250
amroha,awwalpur,jyotibaphule nagar,29251
amroha,badshahpur,jyotibaphule nagar,29252
amroha,bagadpur kalam,jyotibaphule nagar,29253
amroha,bahadurpur khurd,jyotibaphule nagar,29254
amroha,banskhedi,jyotibaphule nagar,29255
amroha,barkheda saadaat,jyotibaphule nagar,29256
amroha,basedæda taga,jyotibaphule nagar,29257
amroha,beejæda,jyotibaphule nagar,29258
amroha,bhatpura shakainiya,jyotibaphule nagar,29259
amroha,bhauæda bharatpur,jyotibaphule nagar,29260
amroha,bibada kalam,jyotibaphule nagar,29261
amroha,bibada khurd,jyotibaphule nagar,29262
amroha,bilana,jyotibaphule nagar,29263
amroha,bohara,jyotibaphule nagar,29264
amroha,buderana,jyotibaphule nagar,29265
amroha,calebakree,jyotibaphule nagar,29266
amroha,coral,jyotibaphule nagar,29267
amroha,daaud sarai,jyotibaphule nagar,29268
amroha,dahakabaæda,jyotibaphule nagar,29269
amroha,dehara,jyotibaphule nagar,29270
amroha,dehri khurram,jyotibaphule nagar,29271
amroha,dhakka,jyotibaphule nagar,29272
amroha,dhanorimir,jyotibaphule nagar,29273
amroha,faridpur immaa,jyotibaphule nagar,29274
amroha,gajaana,jyotibaphule nagar,29275
amroha,gajsthal,jyotibaphule nagar,29276
amroha,galibbada,jyotibaphule nagar,29277
amroha,ghansurpur vamania,jyotibaphule nagar,29278
amroha,hadipur kalam,jyotibaphule nagar,29279
amroha,hajarpur,jyotibaphule nagar,29280
amroha,hasanpur kachia,jyotibaphule nagar,29281
amroha,hisampur,jyotibaphule nagar,29282
amroha,jabbarpur,jyotibaphule nagar,29283
amroha,jabda,jyotibaphule nagar,29284
amroha,jabdi,jyotibaphule nagar,29285
amroha,jajaru,jyotibaphule nagar,29286
amroha,jalalpur narin,jyotibaphule nagar,29287
amroha,jalilpur bakkaal,jyotibaphule nagar,29288
amroha,jamanakhas,jyotibaphule nagar,29289
amroha,jirkhi,jyotibaphule nagar,29290
amroha,kalampur,jyotibaphule nagar,29291
amroha,kankar kheædaæ,jyotibaphule nagar,29292
amroha,kasmpur mev,jyotibaphule nagar,29293
amroha,kaympur kararnagar,jyotibaphule nagar,29294
amroha,khalkapur kalam,jyotibaphule nagar,29295
amroha,khandsal kalam,jyotibaphule nagar,29296
amroha,kheda,jyotibaphule nagar,29297
amroha,khetapur jahangirpur,jyotibaphule nagar,29298
amroha,kheædaka,jyotibaphule nagar,29299
amroha,kuæda maafee,jyotibaphule nagar,29300
amroha,lackdohat,jyotibaphule nagar,29301
amroha,latifpur,jyotibaphule nagar,29302
amroha,makhdumpur,jyotibaphule nagar,29303
amroha,mau mayachak,jyotibaphule nagar,29304
amroha,mitthepur kalam,jyotibaphule nagar,29305
amroha,mohanpur shumali,jyotibaphule nagar,29306
amroha,mubarakapur kalam,jyotibaphule nagar,29307
amroha,mundha kheæda,jyotibaphule nagar,29308
amroha,munwwarpur urf munimpur,jyotibaphule nagar,29309
amroha,mustafapur navada,jyotibaphule nagar,29310
amroha,najarpur kalam,jyotibaphule nagar,29311
amroha,najarpur khurd,jyotibaphule nagar,29312
amroha,nanak nagali,jyotibaphule nagar,29313
amroha,nanheda alyarpur,jyotibaphule nagar,29314
amroha,narainpur,jyotibaphule nagar,29315
amroha,naseer nagala,jyotibaphule nagar,29316
amroha,nauganva taga,jyotibaphule nagar,29317
amroha,norahan,jyotibaphule nagar,29318
amroha,paapadi,jyotibaphule nagar,29319
amroha,pajan sarai,jyotibaphule nagar,29320
amroha,peelakund,jyotibaphule nagar,29321
amroha,phulpur adalpur,jyotibaphule nagar,29322
amroha,piplighosi,jyotibaphule nagar,29323
amroha,prithvipur khurd,jyotibaphule nagar,29324
amroha,raipur kalam,jyotibaphule nagar,29325
amroha,rajakpur,jyotibaphule nagar,29326
amroha,rampur junnardaar,jyotibaphule nagar,29327
amroha,rampur safedbaag,jyotibaphule nagar,29328
amroha,rasulpur gaanvdi,jyotibaphule nagar,29329
amroha,saudpurimmaa,jyotibaphule nagar,29330
amroha,saundala faridpur,jyotibaphule nagar,29331
amroha,shadipur,jyotibaphule nagar,29332
amroha,shahidpur,jyotibaphule nagar,29333
amroha,sihalinrin,jyotibaphule nagar,29334
amroha,sikandarpur,jyotibaphule nagar,29335
amroha,sirsa jet,jyotibaphule nagar,29336
amroha,sunpura,jyotibaphule nagar,29337
amroha,umari saadaat,jyotibaphule nagar,29338
amroha,yahiyapur,jyotibaphule nagar,29339
dhanora,aharola maafee,jyotibaphule nagar,29340
dhanora,ajampur,jyotibaphule nagar,29341
dhanora,akhtyarpur muæda,jyotibaphule nagar,29342
dhanora,alinagar,jyotibaphule nagar,29343
dhanora,amheæda,jyotibaphule nagar,29344
dhanora,arifpur maafee,jyotibaphule nagar,29345
dhanora,bakharpur maafee,jyotibaphule nagar,29346
dhanora,basedæda kanjar,jyotibaphule nagar,29347
dhanora,berkheæda,jyotibaphule nagar,29348
dhanora,camelpur,jyotibaphule nagar,29349
dhanora,chaknwaala e0,jyotibaphule nagar,29350
dhanora,chaknwaala mu0,jyotibaphule nagar,29351
dhanora,chauhædpur vagad,jyotibaphule nagar,29352
dhanora,chuchaula kala,jyotibaphule nagar,29353
dhanora,chuchaula khurd,jyotibaphule nagar,29354
dhanora,daurala,jyotibaphule nagar,29355
dhanora,dehara chak,jyotibaphule nagar,29356
dhanora,dehracadarbaksh,jyotibaphule nagar,29357
dhanora,dhanori khurd,jyotibaphule nagar,29358
dhanora,dhayoti,jyotibaphule nagar,29359
dhanora,dingra,jyotibaphule nagar,29360
dhanora,faauladpur,jyotibaphule nagar,29361
dhanora,fajalpur maafee,jyotibaphule nagar,29362
dhanora,fatehullapur,jyotibaphule nagar,29363
dhanora,habatpur choudharyyan,jyotibaphule nagar,29364
dhanora,jatpura shumali,jyotibaphule nagar,29365
dhanora,kadarabad,jyotibaphule nagar,29366
dhanora,kapasua,jyotibaphule nagar,29367
dhanora,kesara,jyotibaphule nagar,29368
dhanora,khaavædi,jyotibaphule nagar,29369
dhanora,kuakheæda,jyotibaphule nagar,29370
dhanora,kurala,jyotibaphule nagar,29371
dhanora,ladanpur,jyotibaphule nagar,29372
dhanora,lahadavar,jyotibaphule nagar,29373
dhanora,lisædi khurd,jyotibaphule nagar,29374
dhanora,malakpur bhud shu0,jyotibaphule nagar,29375
dhanora,malaysia,jyotibaphule nagar,29376
dhanora,malhoopura,jyotibaphule nagar,29377
dhanora,mauhammad poor pattee,jyotibaphule nagar,29378
dhanora,milak akhtyarpur,jyotibaphule nagar,29379
dhanora,mohasanpur,jyotibaphule nagar,29380
dhanora,moonda kheæda khadar,jyotibaphule nagar,29381
dhanora,mukarampur,jyotibaphule nagar,29382
dhanora,nadnaur maafee,jyotibaphule nagar,29383
dhanora,nawabpura bhuæda,jyotibaphule nagar,29384
dhanora,neeli kheædi,jyotibaphule nagar,29385
dhanora,pakharpur,jyotibaphule nagar,29386
dhanora,papasra vangar,jyotibaphule nagar,29387
dhanora,papasri khadar,jyotibaphule nagar,29388
dhanora,parakhalsa,jyotibaphule nagar,29389
dhanora,pateva,jyotibaphule nagar,29390
dhanora,pelitaga,jyotibaphule nagar,29391
dhanora,phandeædi,jyotibaphule nagar,29392
dhanora,rampur taga,jyotibaphule nagar,29393
dhanora,salaanangla,jyotibaphule nagar,29394
dhanora,saudpur,jyotibaphule nagar,29395
dhanora,saurakapur,jyotibaphule nagar,29396
dhanora,shahjahanpur,jyotibaphule nagar,29397
dhanora,shahpur rajheæda,jyotibaphule nagar,29398
dhanora,shahvajpur guzar,jyotibaphule nagar,29399
dhanora,sharifpur shu0,jyotibaphule nagar,29400
dhanora,sherpur mustahakam,jyotibaphule nagar,29401
dhanora,sujamana,jyotibaphule nagar,29402
dhanora,sunagarh maafee,jyotibaphule nagar,29403
dhanora,tatarpur garvi,jyotibaphule nagar,29404
dhanora,tomæda,jyotibaphule nagar,29405
dhanora,vaccipur,jyotibaphule nagar,29406
dhanora,vasi mustakam,jyotibaphule nagar,29407
dhanora,vishavali mu0,jyotibaphule nagar,29408
dhanora,wajidpur,jyotibaphule nagar,29409
gajraula,afjalpur lut,jyotibaphule nagar,29410
gajraula,ahraula tejavan,jyotibaphule nagar,29411
gajraula,baagædpur maafee,jyotibaphule nagar,29412
gajraula,baldana hira singh,jyotibaphule nagar,29413
gajraula,basauli,jyotibaphule nagar,29414
gajraula,batupura,jyotibaphule nagar,29415
gajraula,bavanpura maafee,jyotibaphule nagar,29416
gajraula,bhagavanpur bhud,jyotibaphule nagar,29417
gajraula,bhikanpur shumali,jyotibaphule nagar,29418
gajraula,bijora,jyotibaphule nagar,29419
gajraula,billæda ait0,jyotibaphule nagar,29420
gajraula,borampur,jyotibaphule nagar,29421
gajraula,caserein,jyotibaphule nagar,29422
gajraula,chauhædpur maafee,jyotibaphule nagar,29423
gajraula,choubaara,jyotibaphule nagar,29424
gajraula,dariyapur bujurg,jyotibaphule nagar,29425
gajraula,dehara dhanashyaam,jyotibaphule nagar,29426
gajraula,dhakiya bhuæda,jyotibaphule nagar,29427
gajraula,dhanori maafee,jyotibaphule nagar,29428
gajraula,faridpur gaædhee,jyotibaphule nagar,29429
gajraula,fatepur shumali,jyotibaphule nagar,29430
gajraula,foudapur,jyotibaphule nagar,29431
gajraula,hausangpur guzar,jyotibaphule nagar,29432
gajraula,jalalpur kalam,jyotibaphule nagar,29433
gajraula,jamaanabad,jyotibaphule nagar,29434
gajraula,kaankather,jyotibaphule nagar,29435
gajraula,kataai,jyotibaphule nagar,29436
gajraula,khaadgujar,jyotibaphule nagar,29437
gajraula,khaikheædakhdar,jyotibaphule nagar,29438
gajraula,khyalipur,jyotibaphule nagar,29439
gajraula,kudaina chak,jyotibaphule nagar,29440
gajraula,kumrala bahadurpur,jyotibaphule nagar,29441
gajraula,lakhmia,jyotibaphule nagar,29442
gajraula,lambia,jyotibaphule nagar,29443
gajraula,lathira,jyotibaphule nagar,29444
gajraula,maheshara,jyotibaphule nagar,29445
gajraula,manauta,jyotibaphule nagar,29446
gajraula,mirpur,jyotibaphule nagar,29447
gajraula,mohammadabad,jyotibaphule nagar,29448
gajraula,mouharka pattee,jyotibaphule nagar,29449
gajraula,nagala maafee,jyotibaphule nagar,29450
gajraula,nagaliya mev,jyotibaphule nagar,29451
gajraula,nauner,jyotibaphule nagar,29452
gajraula,paal,jyotibaphule nagar,29453
gajraula,pakharaula hasampur,jyotibaphule nagar,29454
gajraula,papasra khadar,jyotibaphule nagar,29455
gajraula,rahadara,jyotibaphule nagar,29456
gajraula,rahamapur khalsa,jyotibaphule nagar,29457
gajraula,rakheæda,jyotibaphule nagar,29458
gajraula,sagarthali,jyotibaphule nagar,29459
gajraula,salempur gausai,jyotibaphule nagar,29460
gajraula,sarakæda kala,jyotibaphule nagar,29461
gajraula,saumla,jyotibaphule nagar,29462
gajraula,shahpur urfasahabpur,jyotibaphule nagar,29463
gajraula,shahvajpur door,jyotibaphule nagar,29464
gajraula,sihaali gausai,jyotibaphule nagar,29465
gajraula,sihaali jaagir,jyotibaphule nagar,29466
gajraula,sultanpur maalavi,jyotibaphule nagar,29467
gajraula,sultanther mauhammadpur,jyotibaphule nagar,29468
gajraula,sunpura kalam,jyotibaphule nagar,29469
gajraula,tigari,jyotibaphule nagar,29470
gajraula,tigariyaa khadar,jyotibaphule nagar,29471
gajraula,tokara pattee,jyotibaphule nagar,29472
gajraula,vajirpur urf agaapur,jyotibaphule nagar,29473
gajraula,warsabad,jyotibaphule nagar,29474
gajraula,yakabagædi,jyotibaphule nagar,29475
gajraula,yakubpur urf agaapur,jyotibaphule nagar,29476
gangeshwari,adampur,jyotibaphule nagar,29477
gangeshwari,bahadarpur mishra,jyotibaphule nagar,29478
gangeshwari,bartura,jyotibaphule nagar,29479
gangeshwari,bhavali,jyotibaphule nagar,29480
gangeshwari,bhunsarauli,jyotibaphule nagar,29481
gangeshwari,bhuvara,jyotibaphule nagar,29482
gangeshwari,chachaura,jyotibaphule nagar,29483
gangeshwari,chakpheri,jyotibaphule nagar,29484
gangeshwari,chandankota,jyotibaphule nagar,29485
gangeshwari,chandanpur khadar,jyotibaphule nagar,29486
gangeshwari,chapana,jyotibaphule nagar,29487
gangeshwari,cocapur,jyotibaphule nagar,29488
gangeshwari,damagæda,jyotibaphule nagar,29489
gangeshwari,dauraara,jyotibaphule nagar,29490
gangeshwari,daædayaal,jyotibaphule nagar,29491
gangeshwari,dehri gujars,jyotibaphule nagar,29492
gangeshwari,dehri khadar,jyotibaphule nagar,29493
gangeshwari,dhakiya khadar,jyotibaphule nagar,29494
gangeshwari,doulatpur kala,jyotibaphule nagar,29495
gangeshwari,duulhepur ahir,jyotibaphule nagar,29496
gangeshwari,emratpur,jyotibaphule nagar,29497
gangeshwari,fatehpur adhek,jyotibaphule nagar,29498
gangeshwari,fatehpur khadar,jyotibaphule nagar,29499
gangeshwari,ganga cholii mu0,jyotibaphule nagar,29500
gangeshwari,gangavar,jyotibaphule nagar,29501
gangeshwari,gangeshwari,jyotibaphule nagar,29502
gangeshwari,guraitha,jyotibaphule nagar,29503
gangeshwari,jayatauli mu0,jyotibaphule nagar,29504
gangeshwari,jevæda mu0,jyotibaphule nagar,29505
gangeshwari,kaai mu0,jyotibaphule nagar,29506
gangeshwari,khanaura,jyotibaphule nagar,29507
gangeshwari,khargaranee,jyotibaphule nagar,29508
gangeshwari,kharpadi,jyotibaphule nagar,29509
gangeshwari,khuliya khalsa,jyotibaphule nagar,29510
gangeshwari,khurtiya,jyotibaphule nagar,29511
